long,lat,elevation,distance
6.458339,45.522,973.4,40.930456974590456
6.457626,45.521416,980,41.01600741850703
6.457059,45.520783,986.8,41.0992003811857
6.45674,45.520502,992.8,41.13916963718392
6.457124,45.521293,997.8,41.232177621066626
6.457659,45.522063,1003.6,41.32751069745695
6.458367,45.522694,1009.8,41.41685962897861
6.457733,45.522446,1015.8,41.4734922792683
6.457073,45.521875,1022.2,41.55528532442388
6.456387,45.521319,1028.6,41.63709947993575
6.455808,45.520774,1034.4,41.71273097702317
6.455282,45.520232,1041,41.7856931272397
6.454465,45.519903,1047.2,41.859191572002445
6.452961,45.519519,1049.4,41.98404555608413
6.453862,45.518933,1048.4,42.07993165758552
6.454055,45.518159,1054.6,42.16739813805577
6.452695,45.517166,1057.2,42.3206046151166
6.451715,45.515868,1059.2,42.4840717643976
6.450609,45.514767,1065,42.633953354686064
6.449565,45.513903,1069.6,42.759979621977465
6.44841,45.513142,1074,42.88364839838072
6.446866,45.513469,1079.8,43.00947098092707
6.445439,45.513465,1087.2,43.12078671619943
6.444781,45.513145,1093.6,43.183264956948655
6.445217,45.512363,1100.4,43.27672500374021
6.445946,45.511618,1105.2,43.37728273100171
6.446604,45.510594,1108.6,43.50229783774136
6.446665,45.509462,1110.8,43.62840132039548
6.445831,45.50821,1112,43.78221187561546
6.444838,45.506211,1107.4,44.01783863563992
6.443165,45.504491,1100.4,44.249564511226566
6.441935,45.503252,1100.4,44.41758935985005
6.440526,45.501889,1100.4,44.60495684538372
6.438806,45.500335,1099.4,44.82389834317004
6.437051,45.49869,1097.2,45.05255591473762
6.435056,45.497211,1096.2,45.279135939328896
6.433888,45.495908,1098.4,45.45044135153574
6.432232,45.495353,1101.6,45.59367073447114
6.43197,45.494347,1106.8,45.70750900710416
6.43161,45.493531,1114.4,45.80259037165603
6.431032,45.492723,1120.8,45.903211786881315
6.430925,45.491978,1128.2,45.98656408127007
6.430512,45.491631,1135,46.03687131312685
6.430562,45.492504,1140.4,46.134131524309566
6.430973,45.493395,1146.4,46.23837366828625
6.431152,45.494288,1153,46.33875850561447
6.430967,45.495137,1159.2,46.434364905581454
6.430877,45.494306,1165.4,46.52713760105976
6.430482,45.49346,1172.4,46.62622968542308
6.430007,45.492641,1179.4,46.7246471970389
6.429434,45.491829,1185.8,46.82549355832614
6.428893,45.491028,1193.6,46.92414996857837
6.428114,45.490561,1201,47.004138392239454
6.428285,45.489785,1207.4,47.091546974697366
6.427743,45.489097,1214.8,47.179038477682546
6.427364,45.488442,1222.6,47.2577233437567
6.428043,45.487964,1229,47.33281873917233
6.427843,45.487477,1236.6,47.38923351132153
6.427477,45.486886,1243.6,47.46095644737992
6.427214,45.486894,1251,47.481501074396775
6.426762,45.487396,1259.2,47.547585769208055
6.426683,45.487778,1265.4,47.590554428144536
6.426191,45.487227,1272.6,47.6629183900436
6.42645,45.486697,1278.8,47.72528417480057
6.426161,45.486085,1284.6,47.79704817464148
6.425317,45.485554,1290.4,47.88555167050185
6.425088,45.484832,1296.4,47.96788750017731
6.424469,45.484228,1303.2,48.050680797894685
6.424057,45.483603,1309.2,48.12732678744519
6.423589,45.482894,1316.6,48.214294727542864
6.422678,45.482522,1323.8,48.29657729373708
6.421788,45.482356,1330,48.36845699795796
6.421869,45.481693,1334.8,48.442532094231815
6.421561,45.480908,1342.6,48.53316422024124
6.421269,45.480065,1351.4,48.62973450429875
6.42082,45.479449,1358.4,48.70674382069057
6.420727,45.478799,1364.8,48.77946469374315
6.420337,45.478767,1370.6,48.81011357167967
6.420163,45.479385,1376.4,48.88023679834563
6.419707,45.478831,1382.8,48.951441718503666
6.41896,45.478256,1389.4,49.03802575341446
6.418099,45.477749,1396,49.12578655199618
6.41768,45.477071,1401.8,49.20804267186764
6.418173,45.476626,1408.4,49.270770666557866
6.41856,45.476214,1416.6,49.32568889529678
6.418412,45.475598,1423.6,49.395228041106314
6.417714,45.475094,1432,49.47343552295727
6.417198,45.4745,1440.4,49.55086122569096
6.416633,45.474086,1450,49.61465089608861
6.415913,45.473826,1456.8,49.67786938513489
6.415255,45.473467,1463,49.74294931326637
6.414879,45.473524,1469.6,49.772978499360555
6.415604,45.473997,1475.2,49.85027908343347
6.41617,45.474455,1480,49.91774370927269
6.415959,45.475045,1485.4,49.98545594503751
6.414933,45.47522,1491,50.067880037630744
6.413951,45.475469,1496.4,50.14939167920275
6.413419,45.475607,1502.2,50.1936692907358
6.414103,45.475204,1507.2,50.26340677101535
6.414743,45.474908,1513,50.323252779734794
6.414923,45.474485,1519.8,50.37239255930477
6.414233,45.474232,1526.2,50.43317315339351
6.413501,45.474264,1532,50.49042439911301
6.412842,45.47408,1537.6,50.545794249911346
6.412317,45.473828,1543.6,50.59545779337452
6.411822,45.47353,1549.6,50.64638459378402
6.412038,45.47305,1554.4,50.70241520207706
6.41154,45.47263,1560.8,50.76322004497521
6.411004,45.472291,1567,50.8195657517215
6.410438,45.471992,1573.6,50.874883726727546
6.409783,45.47177,1579.4,50.93167448218642
6.409323,45.471332,1586.2,50.99222886628055
6.408727,45.471066,1594.6,51.04737897829529
6.408224,45.470645,1601.8,51.108520277162754
6.407794,45.470095,1609,51.17834450207745
6.406954,45.46979,1617.6,51.25218867854753
6.406123,45.469552,1625,51.322263746636466
6.40519,45.46948,1633.8,51.395540008412425
6.404297,45.469715,1641.4,51.47000050682108
6.403468,45.469698,1649.8,51.53474557275024
6.402727,45.469737,1657.6,51.59275576812379
6.402049,45.469991,1664.4,51.652763938517005
6.401309,45.47014,1670.8,51.71286704051646
6.400597,45.470041,1677.4,51.76953225889348
6.400294,45.469551,1682.2,51.82898684601891
6.400702,45.468734,1684.6,51.92535108517373
6.401192,45.467801,1686.6,52.03603293712766
6.40159,45.466823,1691.2,52.14925061080034
6.402201,45.466109,1697.2,52.24194822240887
6.402258,45.465046,1700.6,52.3603644896874
6.401819,45.464025,1701.6,52.479077165148524
6.401431,45.463049,1705,52.591869142650665
6.400853,45.462216,1708.2,52.69499651682805
6.400193,45.461373,1712.6,52.80205660331094
6.399503,45.460495,1715.8,52.91365982144628
6.398665,45.459518,1719.2,53.04058421289958
6.397567,45.458636,1722.6,53.17093104802728
6.396451,45.457643,1725,53.31168831358517
6.395001,45.457246,1728.2,53.4332292938165
6.39413,45.456525,1731.4,53.53843135053454
6.395105,45.455903,1734.8,53.64134184148274
6.395979,45.45525,1739.6,53.74105039564578
6.396756,45.454392,1744.4,53.85420468546177
6.397272,45.453461,1748,53.96540052468363
6.397255,45.452524,1751.4,54.069715335093065
6.397063,45.451524,1756,54.18204002101591
6.396685,45.450535,1760.6,54.29602369304019
6.396261,45.449697,1765.2,54.39501168186985
6.39565,45.449047,1770,54.481686087941135
6.395117,45.448425,1776.2,54.562475484859284
6.394567,45.447832,1782.2,54.641232207104856
6.394049,45.447329,1789,54.710310862511335
6.393495,45.446894,1795.8,54.77524821298249
6.392934,45.446527,1802.6,54.835153807442254
6.392339,45.44617,1809.6,54.89629888584071
6.391735,45.445808,1816.4,54.958340144876665
6.391015,45.44564,1823.2,55.017600534670414
6.39021,45.445542,1830,55.08141068777815
6.389445,45.445323,1837.2,55.145939898503904
6.388748,45.445063,1844,55.20759219383802
6.388065,45.444825,1852.4,55.26715238826931
6.387253,45.444657,1859.6,55.333270754123454
6.386423,45.444558,1867,55.39902519418657
6.385575,45.444539,1874.6,55.46528917321942
6.384752,45.444537,1881.4,55.52956724416027
6.383917,45.4445,1890,55.59491211033666
6.383057,45.444446,1897.2,55.66234809165426
6.38221,45.444288,1904.6,55.73079869344352
6.381603,45.443969,1912.6,55.790031707701594
6.381285,45.443473,1921.2,55.85057507093375
6.381339,45.442908,1928.8,55.91361183438488
6.381686,45.442338,1935.6,55.98260965824417
6.382057,45.441942,1941.6,56.035363164414676
6.381202,45.442181,1948,56.10724776783624
6.380458,45.442691,1954.6,56.18848764497119
6.379885,45.443203,1961.2,56.26095401099723
6.379585,45.44363,1967.8,56.313948696137444
6.379406,45.444116,1973.4,56.369827120645105
6.379262,45.444695,1979.4,56.43525497223442
6.379537,45.445312,1985.4,56.507218882754714
6.380065,45.445733,1991,56.56964374350535
6.380619,45.446167,1995.6,56.63449871944695
6.379913,45.445998,2001.4,56.69275812664269
6.379013,45.445653,2007.4,56.772855772087404
6.378482,45.44514,2013.6,56.843432480802946
6.378351,45.44453,2021.2,56.912103819944534
6.378121,45.443975,2027.8,56.97644464125176
6.377749,45.443461,2034.8,57.04061686154759
6.377565,45.442928,2042,57.10166574581112
6.377769,45.442392,2048.2,57.163423737892465
6.378152,45.441878,2055.2,57.22798986671825
6.378523,45.441401,2062.2,57.2884813938924
6.378303,45.441313,2070,57.308260954497825
6.377634,45.441773,2076.6,57.381421794111
6.377113,45.442146,2083.4,57.43955954068167
6.377439,45.441529,2089.8,57.5128114437336
6.377818,45.440938,2096.8,57.58495432133436
6.378206,45.440298,2104,57.662376553166006
6.378932,45.439805,2109.8,57.7412909262383
6.378869,45.439134,2116.2,57.81614821906094
6.378349,45.438546,2123.6,57.89318203320133
6.377667,45.438126,2131.6,57.96406062696534
6.377883,45.438678,2137.6,58.02778313786621
6.377679,45.438898,2143.6,58.057000910976065
6.37686,45.438154,2149,58.16165206065379
6.375757,45.43707,2153.6,58.309923132007206
6.375561,45.435527,2155.8,58.48237008354596
6.374711,45.434127,2158,58.6517721271923
6.372192,45.432897,2142.8,58.89149890226965
6.369107,45.432915,2118.4,59.132500600879936
6.36601,45.432196,2093,59.387328829351176
6.362752,45.430945,2064.2,59.67745086565917
6.36363,45.430961,2043.4,59.746063776576825
6.366348,45.42962,2017,60.00562122659869
6.368529,45.427438,1988,60.302323253300514
6.371151,45.425942,1960.6,60.56632327869639
6.37402,45.425782,1936,60.79117771217796
6.371537,45.425175,1918,60.996600987313556
6.368547,45.425021,1898.4,61.23083366619266
6.366038,45.424362,1878.6,61.440136879476796
6.364085,45.425283,1859.4,61.62396799666933
6.36128,45.424496,1837,61.85998202924705
6.3598,45.423001,1814.8,62.0626332175422
6.362258,45.423464,1796.8,62.261475609325636
6.364052,45.422008,1777.4,62.47575937794075
6.365865,45.421276,1757,62.63918004667466
6.36503,45.419258,1735.2,62.8731052499185
6.363465,45.416974,1710,63.15523803535713
6.362168,45.41662,1690.6,63.26397750637447
6.359899,45.417088,1669.2,63.44877285869305
6.360305,45.415924,1648.8,63.582175963892055
6.356867,45.415338,1622.2,63.85863357311497
6.353922,45.41369,1595.6,64.15293991835296
6.351088,45.41291,1569.4,64.39081601700487
6.352292,45.414026,1554.8,64.54665548714966
6.349849,45.412919,1533.4,64.77388104841421
6.347851,45.410846,1507.2,65.0525054091458
6.34623,45.408881,1483.2,65.30528276612988
6.345575,45.406808,1469.8,65.54165752816925
6.34485,45.408176,1460.4,65.70414198060931
6.343666,45.405822,1437.8,65.98204605150046
6.343047,45.403695,1409.8,66.22371455898906
6.341157,45.40205,1384.6,66.45899031819093
6.339323,45.400337,1358.4,66.69755179594755
6.33747,45.398478,1333.4,66.95014527916028
6.337559,45.399709,1321,67.0873560383699
6.336294,45.39782,1304.2,67.31972588807089
6.335996,45.395212,1282.8,67.61098012941895
6.335212,45.393048,1262,67.85954924885843
6.33469,45.39314,1248.4,67.9016210369274
6.335918,45.392319,1234.2,68.03416590454107
6.336574,45.390373,1213.8,68.25678108412481
6.336895,45.387955,1184,68.52711891809479
6.333368,45.38765,1155.6,68.80494289955024
6.331045,45.38644,1130.4,69.0310561134163
6.331774,45.384774,1105.2,69.22507483924878
6.330135,45.384978,1087.4,69.35521546915804
6.330063,45.384539,1072.2,69.40440787696744
6.330132,45.38414,1056.6,69.44915077461172
6.327733,45.384347,1042.6,69.63812702778533
6.3292,45.382947,1026.8,69.83163202913889
6.328366,45.380709,1004.2,70.0891577519895
6.325478,45.379245,981.8,70.36764023764232
6.324353,45.377225,961.6,70.6090998290515
6.32341,45.374506,931.4,70.9206304046701
6.323939,45.37219,906.8,71.1817441004168
6.322687,45.373319,888.8,71.34105918832645
6.321131,45.374103,868.8,71.49080077086016
6.321844,45.37184,846.4,71.74881342407696
6.320501,45.369415,817,72.0384748380018
6.320446,45.366996,788.6,72.30779103847375
6.319009,45.368707,768.8,72.5289430667747
6.318101,45.369184,750,72.6176118303808
6.317912,45.367739,734.4,72.77914618483746
6.316716,45.36893,718.6,72.9414014974991
6.316272,45.367314,700.4,73.12461449083743
6.315681,45.367168,687,73.1736099689573
6.316667,45.364985,669.6,73.42856260456098
6.314066,45.364056,650.6,73.65677032712561
6.310128,45.364168,621.6,73.96502517366868
6.306534,45.363323,596.8,74.26144541981382
6.303555,45.361706,578.8,74.55587993372572
6.300666,45.360322,564.6,74.82937333925247
6.299682,45.359138,556.6,74.98200307822226
6.300955,45.357616,556.6,75.17852573244448
6.302396,45.355833,549.6,75.40678231400433
6.302787,45.353646,540.8,75.65215186041058
6.304554,45.351971,534.4,75.88426151330651
6.306223,45.350536,533.2,76.09057617447955
6.30608,45.34925,539.2,76.23416949916553
6.306587,45.347641,539.2,76.41762193576471
6.307504,45.34589,539.2,76.6253262196027
6.308516,45.344241,539.2,76.82524019463378
6.309513,45.342544,540.2,77.02962157372896
6.310452,45.340912,541.4,77.22558896289024
6.311307,45.339461,541.4,77.40041987293166
6.312169,45.338012,543.4,77.57525634496731
6.313093,45.336422,545.6,77.76645265594294
6.313928,45.334989,546.8,77.93883678889286
6.314766,45.333563,548.8,78.11059021129876
6.315696,45.332216,551,78.27726616146437
6.316722,45.330907,552,78.443640485311107
6.317728,45.329571,553,78.61191641963347
6.318692,45.328135,554.2,78.78868007646524
6.31945,45.326586,556.2,78.97103350880312
6.319951,45.325006,558.2,79.15123611985176
6.320425,45.323453,559.4,79.32805113011102
6.320952,45.321972,561.4,79.49799706831703
6.321256,45.320525,563.6,79.66082437513117
6.323165,45.320003,566,79.82114974294343
6.324893,45.319424,566,79.97097979777527
6.326558,45.318748,568,80.12147329288868
6.328405,45.31775,569.2,80.30380497638423
6.330501,45.316703,571.2,80.50505921905118
6.332418,45.315903,573.4,80.67955611897227
6.334324,45.315138,575.6,80.85135054638378
6.336198,45.314065,578.6,81.04052767202438
6.338153,45.313103,581,81.22731695768941
6.340014,45.313103,582,81.37300244468096
6.340038,45.313701,588.8,81.4395980076828
6.33877,45.314562,590,81.5775811130899
6.337701,45.315286,594.4,81.69376344151841
6.338265,45.31582,603.2,81.76780991191308
6.338961,45.316304,610.6,81.84443394518516
6.338797,45.316696,618,81.88992037916903
6.337677,45.316839,624.2,81.9790256357053
6.336787,45.316915,631.6,82.0492050787731
6.337109,45.317064,639.2,82.07937848885635
6.338235,45.316921,645,82.16894555480702
6.337684,45.317102,651.6,82.21655097315347
6.336816,45.317259,660.6,82.28670789068066
6.336672,45.317344,667,82.30142488617935
6.337431,45.317374,672.6,82.36093134196274
6.337477,45.31745,677.2,82.37012600699744
6.336715,45.317506,683.6,82.430098260036
6.337458,45.317584,689.6,82.48890287914281
6.33838,45.317461,694.6,82.56236194308117
6.338131,45.31753,699.6,82.5833118862692
6.337254,45.317747,706.4,82.65608705433505
6.336784,45.317888,713.4,82.69608557428515
6.337672,45.317813,719.8,82.76609505715565
6.33832,45.317809,725.8,82.81682046820158
6.337498,45.31799,733,82.88424499536102
6.337548,45.318058,740.4,82.8927666633386
6.338169,45.318016,744.6,82.94160077821529
6.337252,45.318205,751.4,83.01640026282595
6.337369,45.318261,759.2,83.02747891251549
6.337951,45.318313,765.8,83.07340199716013
6.337007,45.318449,774.4,83.14882965926309
6.337599,45.31846,781,83.19518525705041
6.338272,45.318372,786,83.24876815600194
6.337464,45.318581,794.2,83.3161586766694
6.337456,45.318686,801.4,83.32786398548811
6.337638,45.318761,807.2,83.34437636336989
6.337645,45.318845,813.4,83.35374324027794
6.338246,45.318623,819.4,83.40688301858611
6.339043,45.318456,825.8,83.47197990119295
6.339825,45.3188,831.4,83.54418304097041
6.340687,45.31872,838.2,83.61224179900097
6.341619,45.318621,845,83.68602251869764
6.342639,45.318748,850.8,83.76710578326914
6.342199,45.319317,855.4,83.83920464473094
6.341545,45.319846,862.4,83.91723264855425
6.342382,45.320066,868.2,83.98717570460425
6.343605,45.320203,874.2,84.08411168146151
6.345266,45.320208,879,84.21412537455495
6.347106,45.320072,882.8,84.35894254965528
6.349396,45.32088,874.2,84.5594901802264
6.34912,45.319356,862.4,84.73051106442698
6.348926,45.317221,847.2,84.9686628205011
6.349605,45.315618,833.8,85.15485555668445
6.350018,45.313723,819.4,85.36826906559803
6.351763,45.312997,817.2,85.52698954528623
6.352954,45.312277,824,85.64994093505574
6.353302,45.31151,832,85.73956396431797
6.353739,45.310739,838.4,85.83195837253959
6.354369,45.310133,845.2,85.91552480924297
6.3551,45.309628,851.4,85.99574558427763
6.355624,45.308984,858,86.07834297779843
6.356215,45.308279,864.6,86.16944722494523
6.357696,45.307709,866.8,86.3016219663127
6.359233,45.306813,866.8,86.4579191311156
6.360765,45.306157,869,86.59834475744688
