storenum,opendate,city,state,lat,lon
2814,2000-09-20,Hialeah,FL,25.887983,-80.33284
2815,2000-05-17,Rolling Meadows,IL,42.07506,-88.02508
2816,2000-04-19,Niles,IL,42.032379,-87.81563
2817,2001-01-24,Lansing,IL,41.565685,-87.54819
2818,2000-06-14,Hammond,IN,41.610035,-87.50574
2819,2000-01-26,Bluffton,IN,40.728816,-85.16565
2820,2000-01-26,Worthington,MN,43.623255,-95.59604
2821,2000-03-15,Richmond,VA,37.51918,-77.49851
2822,2000-03-15,Walker,LA,30.521962,-90.84035
2823,2000-01-26,Parkersburg,WV,39.265408,-81.53706
2825,2001-09-19,Old Bridge,NJ,40.397507,-74.3298
2827,2000-11-01,Coralville,IA,41.688215,-91.58676
2828,2001-01-24,Milwaukee,WI,42.999364,-87.94343
2830,2001-01-24,Crum Lynne,PA,39.862712,-75.33958
2831,2000-08-16,Jerome,ID,42.710124,-114.46394
2832,2000-05-17,Hardeeville,SC,32.277216,-81.07847
2833,2000-01-26,Grafton,WV,39.343418,-80.02665
2836,2002-03-20,Fuquay Varina,NC,35.575302,-78.80234
2837,2000-08-16,Las Vegas,NV,36.233655,-115.06881
2838,2001-01-24,Henderson,NV,36.045811,-115.0778
2841,2000-10-25,Lumberton,NJ,39.967013,-74.80666
2842,2001-03-14,Corona,CA,33.839516,-117.53581
2843,2000-06-14,Summerfield,FL,28.991135,-82.02658
2844,2001-07-18,Clifton Park,NY,42.853676,-73.78445
2845,2000-07-19,Siler City,NC,35.729692,-79.44984
2846,2000-04-19,Olive Branch,MS,34.954106,-89.83743
2847,2001-01-24,Bellevue,NE,41.117337,-95.95126
2849,2000-01-26,Mason,WV,39.017309,-82.03031
2850,2000-08-16,Hampstead,MD,39.613293,-76.84802
2852,2006-01-31,Moundsville,WV,39.912923,-80.73701
2853,2001-01-24,La Plata,MD,38.528103,-76.98063
2854,2001-08-22,Jewett City,CT,41.604341,-71.97599
2855,2000-10-25,Shawnee Mission,KS,39.021629,-94.78107
2856,2000-01-26,Oak Grove,MO,38.99535,-94.14225
2857,2001-02-28,Kansas City,MO,39.261679,-94.63353
2859,2001-08-22,Rochester,NY,43.127195,-77.72465
2860,2000-01-26,Pooler,GA,32.110421,-81.24568
2861,2002-08-14,Boise,ID,43.641774,-116.26507
2862,2001-02-28,Meridian,ID,43.609434,-116.39642
2864,2000-06-14,San Antonio,TX,29.523294,-98.74504
2865,2000-04-19,Spokane,WA,47.69399,-117.43979
2866,2003-07-16,Okemos,MI,42.702128,-84.41946
2867,2004-08-25,Lansing,MI,42.734434,-84.52497
2869,2001-01-24,Lansing,MI,42.735535,-84.62698
2871,2003-01-22,Riverton,NJ,39.997379,-74.99805
2872,2001-01-24,Belleville,MI,42.194865,-83.49083
2873,2001-01-24,Troy,MI,42.563505,-83.18405
2874,2002-04-17,Schenectady,NY,42.862193,-73.96317
2881,2001-07-18,Kissimmee,FL,28.308979,-81.37594
2882,2001-01-24,Osseo,MN,45.102133,-93.48757
2883,2000-07-12,Plano,TX,33.07707,-96.79859
2884,2001-01-24,Las Vegas,NV,36.266266,-115.28656
2885,2000-01-26,Newport,RI,41.488002,-71.31262
2886,2002-09-18,Pico Rivera,CA,33.989013,-118.08912
2888,2001-03-14,Palmyra,PA,40.304156,-76.5912
2889,2000-05-17,Clinton,IA,41.861633,-90.21539
2890,2004-03-17,Macon,GA,32.830839,-83.63529
2891,2000-06-14,Odessa,TX,31.817344,-102.42315
2892,2000-08-16,Parker,CO,39.508608,-104.78031
2893,2000-07-19,Independence,KS,37.216856,-95.72898
2894,2001-02-28,Oakland,MD,39.409861,-79.39015
2896,2000-10-11,Derby,CT,41.323005,-73.08433
2897,2000-04-19,Southington,CT,41.612298,-72.87103
2898,2001-08-22,Old Saybrook,CT,41.289348,-72.38285
2899,2001-01-24,Avon,CT,41.789698,-72.86431
2900,2000-07-19,Rocky Hill,CT,41.660949,-72.66098
2901,2001-01-24,Northampton,MA,42.324539,-72.63561
2902,2002-06-19,Framingham,MA,42.318695,-71.42344
2903,2000-05-17,Chelmsford,MA,42.595491,-71.3544
2904,2000-07-19,Brockton,MA,42.0794,-71.03441
2905,2001-01-24,Suffern,NY,41.125695,-74.12682
2906,2001-01-24,Riverhead,NY,40.926595,-72.65327
2908,2000-09-20,Biscoe,NC,35.354158,-79.76839
2909,2002-04-17,Corry,PA,41.919028,-79.65224
2910,2003-03-19,Salem,OH,40.898658,-80.86094
2911,2002-08-14,Central Square,NY,43.299689,-76.15144
2912,2001-01-24,Taylor,MI,42.231788,-83.26481
2913,2001-01-24,Boutte,LA,29.900075,-90.38655
2914,2000-07-19,Massillon,OH,40.805131,-81.50101
2915,2003-01-22,East Setauket,NY,40.932053,-73.10666
2916,2002-01-23,East Meadow,NY,40.7143,-73.55527
2917,2003-01-22,Islandia,NY,40.922326,-72.637078
2920,2001-04-18,NA,NA,NA,NA
2921,2001-02-28,Ogden,UT,41.270319,-112.01932
2922,2000-10-25,Tucson,AZ,32.338126,-111.04259
2923,2001-01-24,Billings,MT,45.836121,-108.46819
2924,2002-05-15,Albuquerque,NM,35.146144,-106.70851
2925,2001-01-24,Napa,CA,38.337243,-122.30027
2926,2000-10-25,Plano,TX,33.054671,-96.73506
2927,2001-01-24,Troutdale,OR,45.529551,-122.39156
2928,2000-10-11,Goose Creek,SC,32.991185,-80.02347
2929,2001-02-28,Hope Mills,NC,34.954709,-78.93744
2931,2000-07-19,Salisbury,MD,38.359332,-75.56931
2932,2001-01-24,Knoxville,TN,35.875925,-84.12608
2933,2000-08-16,Princeton,WV,37.368167,-81.07307
2934,2000-10-25,Paris,IL,39.608494,-87.69958
2935,2000-08-16,Knoxville,IA,41.307595,-93.10226
2936,2002-01-23,Milwaukee,WI,43.163692,-87.98717
2937,2001-02-28,Hibbing,MN,47.413817,-92.94228
2938,2000-09-20,Lafayette,LA,30.163368,-92.01974
2939,2001-01-24,Jackson,MS,32.230408,-90.16213
2941,2002-01-23,Alpharetta,GA,34.119177,-84.30292
2945,2002-05-15,Parkesburg,PA,39.961094,-75.92047
2947,2001-03-14,Vancouver,WA,45.681271,-122.66712
2948,2002-09-18,Santa Fe Springs,CA,33.933551,-118.06821
2949,2002-10-30,Long Beach,CA,33.769018,-118.19225
2950,2002-01-23,Palmdale,CA,34.561207,-118.0375
2951,2002-01-23,Lancaster,CA,34.691946,-117.97756
2952,2001-01-24,Murrieta,CA,33.568617,-117.25264
2953,2001-10-24,Swansea,MA,41.741551,-71.21433
2954,2000-10-25,Norwalk,CT,41.134896,-73.4053
2955,2002-09-18,Kansas City,MO,38.896407,-94.59666
2956,2004-09-15,Joliet,IL,41.52493,-88.19022
2957,2001-02-28,Detroit Lakes,MN,46.809965,-95.8518
2958,2001-05-16,Appleton,WI,44.244753,-88.37783
2959,2001-07-18,Roseville,MI,42.503285,-82.93851
2960,2003-01-22,Los Angeles,CA,34.009754,-118.33705
2962,2002-08-14,Pompano Beach,FL,26.22876,-80.15816
2963,2001-10-24,Pompano Beach,FL,26.30116,-80.2731
2965,2001-09-19,Newington,CT,41.688899,-72.73101
2966,2004-10-27,Wadsworth,OH,41.037664,-81.73368
2967,2004-09-15,Ft Mitchell,KY,39.036361,-84.56801
2968,2001-01-24,Carrollton,KY,38.663328,-85.16803
2978,2001-02-28,Fort Worth,TX,32.655401,-97.37765
2980,2004-05-19,Fort Worth,TX,32.86814,-97.28566
2985,2002-01-23,Fresno,CA,36.841454,-119.79832
2986,2004-03-17,Neenah,WI,44.180085,-88.48273
2988,2000-10-11,La Fayette,GA,34.696201,-85.25824
2989,2005-08-24,Fremont,CA,37.515014,-121.92916
2990,2001-03-14,Mitchell,SD,43.711862000000004,-98.03185
2991,2001-10-24,Cedar Park,TX,30.501272,-97.83087
2992,2001-09-19,Painted Post,NY,42.173481,-77.11844
2993,2001-02-28,Sugar Land,TX,29.627737,-95.62444
2994,2001-03-14,Saint Joseph,MO,39.741794,-94.83237
2996,2001-03-14,Dallas,TX,32.998786,-96.84436
3200,2001-01-24,Weymouth,MA,42.212866,-70.95872
3201,2001-03-14,Mcdonough,GA,33.455031,-84.17215
3205,2001-03-14,Lithia Springs,GA,33.776137,-84.64484
3206,2002-08-14,Lima,OH,40.72255,-84.08979
3207,2004-01-21,Sanford,FL,28.803979000000002,-81.28761
3208,2001-04-18,Springville,UT,40.168205,-111.59577
3209,2001-01-24,Elk River,MN,45.317152,-93.58117
3210,2001-10-24,Springfield,IL,39.819,-89.64379
3213,2001-01-24,Conroe,TX,30.233865,-95.49679
3214,2001-01-24,Suffolk,VA,36.84882,-76.46521
3216,2001-05-16,Virginia Beach,VA,36.762459,-76.06139
3217,2001-05-16,Othello,WA,46.843397,-119.17443
3218,2002-01-23,Spanaway,WA,47.077796,-122.40517
3219,2003-01-22,Williamsburg,VA,37.322936,-76.75793
3220,2002-01-23,Saint George,UT,37.075039,-113.55568
3221,2003-03-19,Watkins Glen,NY,42.374828,-76.91606
3222,2004-08-25,Central,SC,34.733515,-82.78407
3223,2002-07-17,Beaver Falls,PA,40.763899,-80.33572
3224,2001-02-28,Garland,TX,32.854893,-96.60211
3225,2001-03-14,Rowlett,TX,32.923924,-96.54697
3226,2001-03-14,Katy,TX,29.760833,-95.81104
3228,2003-09-17,Delmont,PA,40.409992,-79.57266
3229,2001-01-24,Vernon,TX,34.142094,-99.29649
3230,2001-03-14,Bryant,AR,34.606079,-92.49472
3231,2003-03-19,Greenwood,AR,35.200061,-94.24376
3232,2002-01-23,West Jordan,UT,40.627668,-111.97566
3233,2002-02-20,Bemidji,MN,47.504496,-94.87105
3234,2002-02-20,Rogersville,TN,36.413437,-82.96804
3235,2005-09-14,Miami,FL,25.929571,-80.17839
3237,2002-10-16,Sioux Falls,SD,43.544375,-96.65801
3239,2002-01-23,Springfield,OR,44.061057,-123.01769
3241,2003-01-22,Glendale,AZ,33.657722,-112.17825
3243,2002-09-18,Roanoke,VA,37.305769,-79.92767
3245,2002-02-20,Hayward,WI,46.005082,-91.35255
3247,2003-01-22,Delavan,WI,42.63427,-88.6383
3248,2002-05-15,La Habra,CA,33.934513,-117.95159
3250,2003-01-22,Chagrin Falls,OH,41.392171,-81.32748
3251,2001-07-18,Washington Court House,OH,39.533002,-83.43905
3252,2001-01-24,Marcus Hook,PA,39.832762,-75.44063
3253,2001-08-22,Edinboro,PA,41.875896,-80.15129
3254,2004-01-21,Reno,NV,39.523088,-119.89808
3255,2001-08-15,Savoy,IL,40.061694,-88.25023
3258,2002-05-15,Eugene,OR,44.062231,-123.16804
3259,2001-08-22,Missoula,MT,46.92275,-114.07639
3260,2001-08-22,Ephrata,WA,47.297368,-119.57129
3261,2001-10-24,Richland,WA,46.279657,-119.28137
3262,2001-10-24,Cambridge,OH,40.025859,-81.59243
3265,2002-07-17,Yorktown,VA,37.112915,-76.43591
3266,2005-05-04,Hightstown,NJ,40.262809,-74.53246
3267,2001-04-18,Omaha,NE,41.240036,-96.18017
3268,2001-07-18,Antigo,WI,45.121666,-89.13388
3269,2002-06-19,Mexico,ME,44.556984,-70.53351
3270,2001-09-19,Wytheville,VA,36.947446,-81.09439
3271,2001-06-20,Calera,AL,33.107572,-86.74996
3273,2003-09-17,Shawnee Mission,KS,38.860552,-94.66594
3274,2002-08-14,North Richland Hills,TX,32.855666,-97.21818
3276,2003-08-20,San Bernardino,CA,34.198189,-117.35826
3277,2001-09-19,Reno,NV,39.403178,-119.7606
3278,2003-03-19,Lincoln,NE,40.740833,-96.59122
3279,2002-09-18,San Antonio,TX,29.411583,-98.41833
3280,2002-08-14,Rochester,NY,43.185163,-77.60368
3281,2004-01-21,Harborcreek,PA,42.169106,-79.9409
3282,2001-10-24,Logan,OH,39.530972,-82.40801
3283,2001-08-22,Wichita,KS,37.738348,-97.42917
3285,2002-09-18,Cedar Hill,TX,32.588536,-96.94949
3286,2001-10-24,Corinth,TX,33.143186,-97.088337
3288,2002-03-20,Baton Rouge,LA,30.537938,-91.04812
3289,2001-10-24,West Jefferson,NC,36.375468,-81.47784
3291,2002-01-23,Flanders,NJ,40.84405,-74.70134
3292,2001-09-19,Union,NJ,40.695401,-74.26933
3294,2002-07-17,Louisville,KY,38.147232,-85.59169
3295,2003-01-22,Broken Arrow,OK,35.992283,-95.80542
3296,2002-01-23,Houston,TX,29.750897,-95.61255
3297,2001-09-19,Houston,TX,29.927675,-95.60547
3298,2002-03-02,Kemah,TX,29.541285,-95.02996
3300,2005-04-13,Wapakoneta,OH,40.56914,-84.17288
3302,2005-11-02,Houston,TX,29.668489,-95.5869
3304,2005-10-26,Reidsville,NC,36.345919,-79.67075
3305,2006-01-31,Mayodan,NC,36.421448,-79.97458
3313,2005-01-26,Englewood,CO,39.610431,-104.88139
3319,2005-04-13,Harker Heights,TX,31.068459,-97.65552
3320,2005-04-13,Sebastian,TX,26.244013,-98.31176
3322,2005-07-20,Pewaukee,WI,43.076953,-88.268
3328,2005-05-18,Greenville,MI,43.1791,-85.26533
3331,2004-01-21,Pine Bluff,AR,34.189398,-92.04495
3336,2005-11-09,Trenton,MI,42.137071,-83.21446
3342,2006-01-27,Amelia,OH,39.023067,-84.2099
3344,2005-11-09,Winchester,VA,39.267257,-78.19396
3347,2006-01-23,Winter Haven,FL,27.997387,-81.68256
3360,2005-11-02,NA,NA,NA,NA
3362,2005-10-26,Oak Grove,KY,36.664334,-87.42789
3363,2005-05-25,Owensboro,KY,37.758568,-87.08714
3364,2005-01-26,Saint Paul,MN,44.903165,-93.10026
3367,2005-05-18,North Charleston,SC,32.879529,-80.05911
3371,2005-10-26,Charlotte,NC,35.235791,-80.89295
3380,2006-01-23,Pasco,WA,46.270249,-119.09462
3381,2005-01-26,Sweetwater,TX,32.465621,-100.39814
3383,2005-10-26,Amarillo,TX,35.157403,-101.86114
3384,2005-01-26,Hereford,TX,34.854898,-102.41824
3386,2006-01-25,Springville,AL,33.781133,-86.45052
3388,2005-05-18,Lawrenceville,GA,33.919670000000004,-84.07482
3389,2006-01-25,Snellville,GA,33.822204,-84.03707
3391,2005-03-23,Schertz,TX,29.577359,-98.2787
3394,2005-04-13,Atlantic,IA,41.410484,-95.00852
3395,2005-07-20,Grand Island,NE,40.922826,-98.33087
3403,2006-01-27,Dallas,GA,33.892504,-84.8346
3404,2005-03-23,Minneapolis,MN,45.050434,-93.25007
3406,2006-01-27,Dallas,TX,32.968123,-96.78863
3408,2005-10-26,Carson City,NV,39.200035,-119.72732
3420,2005-01-26,Westbury,NY,40.756287,-73.57536
3425,2006-01-27,Houston,TX,29.63643,-95.21789
3427,2005-09-14,Artesia,NM,32.795467,-104.38083
3431,2005-08-24,Weatherford,TX,32.703008,-97.74814
3454,2002-05-15,Brigham City,UT,41.508605,-112.04736
3459,2002-09-18,Bloomington,IL,40.477286,-88.99592
3460,2003-08-20,Peoria,IL,40.764368,-89.6448
3461,2002-10-16,Peachtree City,GA,33.398992,-84.57062
3462,2002-05-15,Suwanee,GA,34.052698,-84.07485
3463,2002-08-14,Brandon,FL,27.911201,-82.2948
3464,2002-05-15,Chino,CA,34.015963,-117.68737
3465,2003-03-19,Glendale,AZ,33.529373,-112.25225
3469,2001-10-24,Linden,NJ,40.633953,-74.25339
3471,2002-03-20,Acworth,GA,34.052285,-84.68483
3472,2002-01-23,Post Falls,ID,47.720306,-116.94564
3473,2002-03-20,Las Vegas,NV,36.145303,-115.18358
3474,2004-07-21,Bradenton,FL,27.486448,-82.535
3475,2001-09-19,Norristown,PA,40.146069,-75.38378
3476,2002-10-16,Canton,MI,42.33087,-83.47575
3477,2002-10-30,Long Beach,CA,33.823316,-118.11329
3480,2002-06-19,Lebanon,VA,36.876177,-82.110830000000007
3481,2003-09-17,Middle River,MD,39.337798,-76.41533
3482,2002-05-15,Plano,TX,33.024721,-96.74038
3483,2002-09-18,Houma,LA,29.560581,-90.6903
3484,2002-04-17,Pensacola,FL,30.408807,-87.31919
3486,2002-08-14,Athens,OH,39.322847,-82.09728
3487,2002-10-30,Utica,MI,42.662902,-82.99392
3488,2004-01-21,Burlington,WI,42.662671,-88.28132
3489,2002-07-17,Rosedale,MD,39.33224,-76.50365
3490,2002-06-19,Hanover,MD,39.167708,-76.71706
3491,2001-10-24,Methuen,MA,42.73004,-71.17935
3492,2002-04-17,Wichita,KS,37.669803,-97.23289
3493,2002-01-23,Martinez,CA,37.998912,-122.11501
3494,2004-01-28,San Marcos,CA,33.144908,-117.17128
3495,2002-03-20,Clarksville,TN,36.506407,-87.2572
3496,2002-08-14,Milwaukee,WI,43.086711,-87.9749
3497,2002-08-14,Plymouth,WI,43.758674,-87.98005
3498,2002-03-20,Minneapolis,MN,45.168287,-93.20001
3500,2002-09-18,Houston,TX,29.778526,-95.18118
3501,2004-10-27,Elverson,PA,40.157078,-75.80669
3502,2002-03-20,Hamilton,OH,39.404856,-84.52271
3503,2002-07-17,Thomasville,NC,35.871,-80.08603
3505,2002-05-15,Lake Delton,WI,43.589593,-89.79306
3507,2002-04-17,Baltimore,MD,39.273107,-76.62613
3510,2002-09-18,Pearland,TX,29.56218,-95.26982
3513,2003-03-19,Shakopee,MN,44.776138,-93.52556
3514,2002-03-20,Bradford,PA,41.943791,-78.65448
3515,2002-10-16,Hillsboro,OH,39.162917,-83.5802
3516,2004-05-19,Chula Vista,CA,32.638072,-116.95195
3518,2002-07-17,Laredo,TX,27.538658,-99.38274
3520,2004-10-27,Secaucus,NJ,40.7885,-74.06
3522,2004-05-19,Baldwin Park,CA,34.087108,-117.96966
3523,2006-01-27,Santa Clarita,CA,34.481172,-118.42821000000001
3524,2004-10-20,El Cajon,CA,32.7991,-116.97334
3526,2002-10-30,Brooksville,FL,28.566183,-82.38002
3527,2004-01-21,Port Saint Lucie,FL,27.341158,-80.39786
3528,2002-07-17,Wiggins,MS,30.94336,-89.17912
3529,2003-03-19,Indianapolis,IN,39.888225,-85.97041
3531,2002-10-16,Olympia,WA,47.085046,-122.78376
3533,2002-08-14,Denver,CO,39.759386,-104.91945
3534,2003-03-03,Red Wing,MN,44.539036,-92.53637
3535,2004-01-21,Epping,NH,43.045076,-71.07095
3538,2002-09-18,Melbourne,FL,28.21981,-80.69402
3541,2003-09-17,Kennett Square,PA,39.858137,-75.71227
3543,2002-10-30,Danbury,CT,41.390194,-73.45441
3544,2002-10-16,Guilford,CT,41.31353,-72.69791
3545,2002-07-17,Hamden,CT,41.357947,-72.93765
3546,2002-10-30,New Milford,CT,41.581494,-73.41313
3547,2003-05-21,Norwalk,CT,41.092196,-73.42869
3548,2002-09-18,Waterbury,CT,41.54903,-72.99861
3549,2002-06-19,Keene,NH,42.946418,-72.28616
3560,2002-05-15,Fall River,MA,41.685452,-71.15425
3561,2002-08-14,East Falmouth,MA,41.578992,-70.5614
3562,2002-06-19,Saddle Brook,NJ,40.904131,-74.09474
3563,2002-05-15,Bethlehem,PA,40.656498,-75.32938
3564,2002-05-15,Horsham,PA,40.184758,-75.14386
3565,2002-07-17,Norristown,PA,40.123708,-75.33843
3566,2002-06-19,Denver,CO,39.681687,-104.88338
3568,2002-10-16,Salt Lake City,UT,40.688246,-111.99899
3569,2003-10-03,Austin,TX,30.374654,-97.67621
3570,2002-02-20,Evans,GA,33.551145,-82.13949
3571,2003-03-19,Middletown,OH,39.482957,-84.38393
3572,2003-03-19,Pearland,TX,29.543654,-95.34036
3573,2003-08-20,Manassas,VA,38.769697,-77.44915
3580,2003-01-22,Newark,OH,40.079115,-82.40054
3581,2003-08-20,Zanesville,OH,39.949377,-82.00492
3582,2003-01-22,Colorado Springs,CO,38.858644,-104.70892
3583,2004-01-21,Glenmont,NY,42.600551,-73.79621
3587,2003-08-20,Roseville,CA,38.731976,-121.2531
3588,2004-03-17,Dumfries,VA,38.582319,-77.32722
3589,2004-08-25,Salt Lake City,UT,40.718113,-111.88938
3590,2003-07-16,Sioux City,IA,42.554944,-96.36139
3591,2003-04-16,Montgomery,TX,30.412229,-95.6529
3595,2002-07-17,Fayetteville,NC,35.02844,-78.97037
3596,2003-01-22,Los Lunas,NM,34.786133,-106.70536
3597,2004-08-25,Belvidere,IL,42.257229,-88.84755
3598,2003-01-22,Cedar Knolls,NJ,40.821149,-74.45121
3608,2006-01-31,Madison,OH,41.80063,-81.06021
3624,2005-07-20,Monticello,MN,45.301337,-93.80774
3630,2006-01-23,Marion,IA,42.042648,-91.58262
3632,2005-08-24,Sandusky,MI,43.418054,-82.83687
3645,2005-10-26,Midland,TX,31.995623,-102.08108
3660,2006-01-31,Chattanooga,TN,35.031674,-85.37276
3726,2006-01-27,Grand Blanc,MI,42.925677,-83.63585
3729,2006-01-23,Sparks,NV,39.624698,-119.70585
3734,2006-01-27,Vermillion,SD,42.812664,-96.94651
3764,2005-10-26,Lindale,TX,32.522902,-95.42126
3765,2006-01-27,Piqua,OH,40.156514,-84.24213
3811,2005-10-26,Kimball,WV,37.427781,-81.48654
3838,2006-01-31,Tarentum,PA,40.61357,-79.78095
5022,2004-08-25,New Orleans,LA,29.938005,-90.07195
5023,2003-08-20,National City,CA,32.670903,-117.09272
5025,2003-07-16,Fort Wayne,IN,41.138599,-85.05941
5028,2004-01-28,Toledo,OH,41.60135,-83.62611
5029,2003-03-19,Oregon,OH,41.646398,-83.46933
5030,2003-10-29,Toledo,OH,41.6522,-83.67037
5031,2003-03-19,Tucson,AZ,32.335122,-111.14888
5032,2003-04-16,Buena Park,CA,33.841014,-118.00969
5033,2003-01-22,Fort Morgan,CO,40.226357,-103.80625
5034,2003-06-18,Fort Myers,FL,26.501582,-81.82841
5035,2003-10-29,Mulberry,FL,27.884256,-81.97697
5036,2003-10-29,Tampa,FL,28.069755,-82.55734
5037,2003-10-29,Yulee,FL,30.63928,-81.59442
5038,2004-08-25,Plainfield,IL,41.607624,-88.19736
5039,2003-03-19,Camden Wyoming,DE,39.094699,-75.58871
5040,2004-10-27,Carnegie,PA,40.404119,-80.09014
5041,2002-10-16,NA,NA,NA,NA
5044,2005-01-26,Galena,IL,42.400744,-90.39738
5045,2003-06-18,Tomball,TX,30.073775,-95.61882
5046,2003-07-16,Clayton,NC,35.635275,-78.4489
5047,2005-10-26,Audubon,NJ,39.892213,-75.07212
5048,2003-08-20,New Hudson,MI,42.501401,-83.62916
5049,2004-01-21,Littleton,CO,39.599755,-105.13052
5051,2003-05-21,Greeley,CO,40.407853,-104.75498
5054,2003-01-22,Jacksonville,FL,30.348585,-81.49965
5055,2004-10-20,Naples,FL,26.020283,-81.63094
5056,2005-08-24,Prairieville,LA,30.31144,-90.93955
5057,2003-03-19,Murfreesboro,TN,35.791021,-86.34445
5058,2003-10-29,Antioch,TN,36.055115,-86.64782
5060,2003-10-29,Algonquin,IL,42.17315,-88.31849
5063,2004-09-15,Charlotte,NC,35.113906,-80.7613
5064,2003-03-19,Kalamazoo,MI,42.292335,-85.525359
5065,2004-01-21,Kalamazoo,MI,42.272538,-85.69255
5066,2003-09-17,Avon,OH,41.450538,-82.02167
5068,2003-05-28,Massapequa,NY,40.68085,-73.46289
5069,2004-01-28,Whitehouse Station,NJ,40.612851,-74.76682
5070,2003-05-21,Las Vegas,NV,36.049095,-115.28485
5071,2003-03-19,Lawton,OK,34.613973,-98.46255
5072,2005-06-15,Torrance,CA,33.833416,-118.29198
5073,2005-01-26,Kent,WA,47.363382,-122.11451
5075,2004-04-14,Oceanside,CA,33.195354,-117.28232
5076,2003-06-18,Brewer,ME,44.78696,-68.7547
5077,2004-07-21,Boonton,NJ,40.912798,-74.41516
5079,2003-06-18,Pass Christian,MS,30.371623,-89.27038
5080,2003-06-18,Hurst,TX,32.858398,-97.17681
5082,2004-01-28,Cleveland,OH,41.397701,-81.73575
5083,2004-01-28,Cleveland,OH,41.513752,-81.47281
5087,2004-01-21,North Myrtle Beach,SC,33.823495,-78.67824
5089,2004-01-28,Inver Grove Heights,MN,44.844833,-93.03528
5090,2003-08-20,De Pere,WI,44.42042,-88.07896
5091,2004-05-19,Cypress,TX,29.982746,-95.66597
5092,2003-10-29,Lewisville,TX,33.020118,-97.00771
5095,2005-01-26,Hartford,CT,41.7469,-72.69593
5097,2003-09-24,Saginaw,MI,43.473075,-83.94479
5099,2003-10-29,Grand Junction,CO,39.112514,-108.60506
5101,2003-05-21,Pahrump,NV,36.218341,-116.00994
5103,2003-06-18,Philadelphia,PA,40.017362,-75.08769
5104,2003-08-20,Dayton,OH,39.695702,-84.21688
5111,2004-01-28,Watchung,NJ,40.641207,-74.443695
5113,2003-07-16,Pell City,AL,33.606663,-86.28912
5115,2003-10-29,Davenport,IA,41.574581,-90.60303
5116,2003-08-20,La Porte,TX,29.666781,-95.04487
5117,2004-01-21,Waynesboro,VA,38.076547,-78.89839
5118,2003-10-29,Raleigh,NC,35.906016,-78.743197
5123,2004-01-21,Colorado Springs,CO,38.952366,-104.76701
5124,2004-04-14,Glendale,AZ,33.534128,-112.1767
5126,2003-08-20,Centre,AL,34.141067,-85.60472
5127,2003-10-29,La Crosse,WI,43.797116,-91.21141
5130,2004-10-27,Philadelphia,PA,40.064257,-75.00155
5131,2006-01-25,Bensalem,PA,40.10386,-74.93734
5136,2003-08-20,Marysville,CA,39.15973,-121.53735
5137,2004-10-27,Aurora,CO,39.595115,-104.7485
5139,2003-10-29,Dixon,CA,38.427208,-121.81348
5140,2004-05-19,La Mesa,CA,32.785,-117.0186
5141,2005-09-14,Omaha,NE,41.294069,-96.15352
5142,2004-01-28,Neptune,NJ,40.208945,-74.05261
5144,2003-10-29,Converse,TX,29.50198,-98.30582
5145,2003-10-29,San Antonio,TX,29.510562,-98.52203
5146,2004-01-21,San Antonio,TX,29.510204,-98.66784
5147,2003-08-20,Dallas,TX,32.736931,-96.88253
5150,2004-10-27,Saint Louis,MO,38.612452,-90.31822
5151,2004-04-14,Rome,GA,34.253343,-85.15312
5152,2004-01-28,West Hills,CA,34.197737,-118.64797
5155,2003-08-20,Las Cruces,NM,32.347752,-106.81463
5157,2004-10-27,Morton,IL,40.613788,-89.46031
5159,2004-01-21,West Branch,MI,44.288158,-84.21162
5160,2004-07-21,Jackson,MI,42.262135,-84.41052
5162,2005-01-26,Valencia,CA,34.406519,-118.56214
5164,2004-01-28,Norwalk,CA,33.906914,-118.08339
5165,2004-01-21,Alamo,TX,26.175021,-98.11969
5166,2003-08-20,Deming,NM,32.223023,-107.71282
5167,2004-01-21,Payson,UT,40.025007,-111.72117
5168,2004-01-21,Richfield,UT,38.765929,-112.08397
5170,2004-01-21,Sidney,NE,41.162214,-103.01949
5172,2004-03-17,Perry,FL,29.966454,-83.659371
5173,2004-01-21,Dalton,GA,34.766095,-84.9865
5174,2004-01-21,Semmes,AL,30.76635,-88.26553
5175,2004-01-21,Cookeville,TN,36.1832,-85.52054
5177,2003-07-16,Bristol,PA,40.108943,-74.85548
5178,2005-06-15,Rockaway,NJ,40.926798,-74.50624
5184,2004-03-17,Canal Winchester,OH,39.854413,-82.80872
5185,2004-05-19,Columbus,OH,39.954363,-83.123
5186,2005-01-26,Gilbert,AZ,33.319722,-111.76078
5189,2004-08-25,Phoenix,AZ,33.493496,-112.17108
5190,2005-01-26,Phoenix,AZ,33.698731,-112.11429
5191,2005-05-18,Forney,TX,32.745373,-96.46038
5193,2006-01-31,Moreno Valley,CA,33.922823,-117.16837
5196,2005-01-26,Memphis,TN,35.03319,-90.01128
5197,2005-01-26,Owens Cross Roads,AL,34.624533,-86.47069
5199,2004-10-27,Antioch,IL,42.46617,-88.09995
5200,2003-08-20,Lancaster,PA,40.072246,-76.3155
5203,2004-01-21,London,OH,39.892676,-83.43643
5210,2004-08-25,Wylie,TX,33.011975,-96.53607
5211,2004-04-14,McKinney,TX,33.212203,-96.67522
5216,2004-01-21,Amarillo,TX,35.204652,-101.88353
5218,2005-01-26,Saint Petersburg,FL,27.750655,-82.6882
