Code,Year,Fertility rate,Population,Life expectancy
eth,1999,6.721,65374561,50.75
eth,2000,6.654,67411494,51.13
eth,2001,6.579,69487762,53.27
eth,2002,6.499,71635517,54.17
eth,2003,6.4,73832663,54.99
eth,2004,6.301,76077206,55.94
eth,2005,6.194,78367470,57.04
eth,2006,6.047,80703490,58.18
eth,2007,5.887,83103217,59.52
eth,2008,5.695,85543668,60.81
eth,2009,5.488,88007636,61.93
eth,2010,5.282,90538514,63.05
eth,2011,5.08,93149970,64.05
eth,2012,4.887,95798767,64.89
eth,2013,4.708,98438751,65.6
eth,2014,4.605,101115610,66.25
eth,2015,4.529,103867135,66.84
eth,2016,4.473,106718162,67.36
eth,2017,4.401,109666481,67.92
eth,2018,4.371,112664152,68.38
eth,2019,4.347,115737383,68.84
eth,2020,4.274,118917671,68.36
eth,2021,4.177,122138588,67.94
eth,2022,4.082,125384287,68.64
eth,2023,3.989,128691692,69.69
fin,1960,2.72,4429624,69.22
fin,1961,2.72,4460995,69.22
fin,1962,2.68,4491730,69.16
fin,1963,2.68,4523899,69.38
fin,1964,2.59,4549087,69.55
fin,1965,2.48,4564150,69.56
fin,1966,2.41,4581441,69.86
fin,1967,2.32,4606650,70
fin,1968,2.14,4627346,70.09
fin,1969,1.93,4624084,70.12
fin,1970,1.83,4606305,70.66
fin,1971,1.68,4612127,70.86
fin,1972,1.58,4639548,71.25
fin,1973,1.49,4665914,71.68
fin,1974,1.61,4690355,71.71
fin,1975,1.68,4711168,72.17
fin,1976,1.7,4725337,72.43
fin,1977,1.68,4738584,72.8
fin,1978,1.64,4752246,73.33
fin,1979,1.64,4764439,73.63
fin,1980,1.63,4779350,74.01
fin,1981,1.64,4799848,74.33
fin,1982,1.71,4826882,74.74
fin,1983,1.74,4855788,74.8
fin,1984,1.69,4881825,74.97
fin,1985,1.64,4902261,74.88
fin,1986,1.6,4918255,75.01
fin,1987,1.59,4932257,75.1
fin,1988,1.69,4946628,75.11
fin,1989,1.71,4964526,75.28
fin,1990,1.78,4986575,75.43
fin,1991,1.79,5013880,75.74
fin,1992,1.85,5042148,75.98
fin,1993,1.81,5066590,76.3
fin,1994,1.85,5088458,76.79
fin,1995,1.81,5107922,76.94
fin,1996,1.78,5124717,77.17
fin,1997,1.75,5139925,77.33
fin,1998,1.7,5153548,77.57
fin,1999,1.73,5165516,77.8
fin,2000,1.73,5176202,78.04
fin,2001,1.73,5187971,78.39
fin,2002,1.72,5200546,78.6
fin,2003,1.76,5212955,78.82
fin,2004,1.8,5228148,79.03
fin,2005,1.8,5246082,79.32
fin,2006,1.84,5266247,79.63
fin,2007,1.83,5288710,79.74
fin,2008,1.85,5313377,79.99
fin,2009,1.86,5338856,80.18
fin,2010,1.87,5363350,80.4
fin,2011,1.83,5388241,80.71
fin,2012,1.8,5413971,80.91
fin,2013,1.75,5439053,81.16
fin,2014,1.71,5461684,81.41
fin,2015,1.65,5479717,81.68
fin,2016,1.57,5495469,81.76
fin,2017,1.49,5508396,81.77
fin,2018,1.41,5515736,81.83
fin,2019,1.35,5521759,81.87
fin,2020,1.37,5529612,81.86
fin,2021,1.46,5541075,82.03
fin,2022,1.32,5569299,82.35
fin,2023,1.26,5601185,82.51
fji,1960,6.364,404887,64.6
fji,1961,6.284,417406,64.77
fji,1962,6.198,430536,64.76
fji,1963,6.088,444276,65.13
fji,1964,5.96,458324,65.42
fji,1965,5.763,472575,65.57
fji,1966,5.546,486487,65.51
fji,1967,5.333,498873,65.55
fji,1968,5.113,510002,65.27
fji,1969,4.905,520797,65.34
fji,1970,4.708,531188,65.17
fji,1971,4.51,541121,64.66
fji,1972,4.316,550499,65.13
fji,1973,4.158,559222,65.13
fji,1974,4.068,567489,65.43
fji,1975,4.104,575906,65.03
fji,1976,4.123,585534,66.47
fji,1977,4.108,597805,67.68
fji,1978,4.098,612091,67.31
fji,1979,4.078,626862,67.78
fji,1980,4.038,641975,66.47
fji,1981,3.991,657471,65.69
fji,1982,3.941,673414,66.17
fji,1983,3.877,689835,66.48
fji,1984,3.796,706716,66.95
fji,1985,3.663,723761,66.11
fji,1986,3.535,739306,65.8
fji,1987,3.478,750540,66.09
fji,1988,3.432,758697,66.21
fji,1989,3.398,766321,66.24
fji,1990,3.386,773316,66.34
fji,1991,3.365,779656,66.32
fji,1992,3.331,785346,66.4
fji,1993,3.293,790369,66.19
fji,1994,3.258,794771,66.18
fji,1995,3.251,798746,66.12
fji,1996,3.248,803789,65.97
fji,1997,3.188,812139,65.93
fji,1998,3.118,822258,66.45
fji,1999,3.051,831828,65.89
fji,2000,2.992,840909,65.75
fji,2001,2.973,849596,66.24
fji,2002,2.968,858049,66.63
fji,2003,2.957,866286,66.55
fji,2004,2.941,874366,67.07
fji,2005,2.917,882379,67.11
fji,2006,2.905,890365,67.11
fji,2007,2.872,897832,67.09
fji,2008,2.819,903399,67.1
fji,2009,2.76,907239,67.53
fji,2010,2.696,910419,67.64
fji,2011,2.631,912989,67.7
fji,2012,2.612,914918,67.73
fji,2013,2.604,916352,67.87
fji,2014,2.591,917585,67.96
fji,2015,2.567,918578,68.02
fji,2016,2.518,919166,67.96
fji,2017,2.461,918759,68.19
fji,2018,2.419,917180,68.27
fji,2019,2.385,914899,68.38
fji,2020,2.357,914963,68.41
fji,2021,2.332,916711,67.6
fji,2022,2.305,919422,68.8
fji,2023,2.281,924145,68.94
fra,1960,2.85,46428134,71.19
fra,1961,2.87,46893835,71.35
fra,1962,2.89,47352622,71.18
fra,1963,2.89,47817824,71.19
fra,1964,2.87,48319087,71.74
fra,1965,2.84,48772830,71.83
fra,1966,2.8,49184656,72.04
fra,1967,2.75,49574909,72.13
fra,1968,2.69,49947251,72.12
fra,1969,2.62,50355295,72.08
fra,1970,2.55,50813075,72.6
fra,1971,2.47,51293059,72.74
fra,1972,2.38,51743874,72.93
fra,1973,2.28,52162210,73.24
fra,1974,2.18,52504738,73.38
fra,1975,2.09,52746325,73.34
fra,1976,2.01,52959113,73.57
fra,1977,1.94,53197137,74.02
fra,1978,1.89,53429668,74.32
fra,1979,1.87,53660895,74.52
fra,1980,1.85,53941061,74.68
fra,1981,1.85,54255012,74.88
fra,1982,1.86,54582408,75.11
fra,1983,1.86,54889408,75.27
fra,1984,1.86,55176619,75.59
fra,1985,1.86,55467150,75.77
fra,1986,1.85,55752834,76.05
fra,1987,1.83,56048364,76.51
fra,1988,1.81,56361849,76.8
fra,1989,1.79,56685082,76.98
fra,1990,1.77,56990238,77.21
fra,1991,1.75,57271565,77.37
fra,1992,1.74,57554870,77.6
fra,1993,1.73,57801266,77.77
fra,1994,1.73,57999866,78.04
fra,1995,1.74,58192203,78.19
fra,1996,1.75,58380641,78.39
fra,1997,1.77,58568660,78.72
fra,1998,1.78,58778816,78.77
fra,1999,1.81,59084210,78.93
fra,2000,1.89,59483717,79.19
fra,2001,1.9,59905128,79.35
fra,2002,1.88,60327248,79.52
fra,2003,1.89,60741126,79.73
fra,2004,1.92,61175247,80.32
fra,2005,1.94,61625032,80.56
fra,2006,2,62049838,80.84
fra,2007,1.98,62432439,81.09
fra,2008,2.01,62780190,81.24
fra,2009,2,63106463,81.37
fra,2010,2.03,63417363,81.58
fra,2011,2.01,63733777,81.82
fra,2012,2.01,64058465,82
fra,2013,1.99,64387734,82.26
fra,2014,2,64692493,82.57
fra,2015,1.96,64916336,82.52
fra,2016,1.92,65086855,82.83
fra,2017,1.89,65284776,82.87
fra,2018,1.87,65519543,82.92
fra,2019,1.86,65729459,82.87
fra,2020,1.83,65905277,82.34
fra,2021,1.84,66083548,82.63
fra,2022,1.79,66277409,83.37
fra,2023,1.66,66438822,83.49
fsm,1960,6.742,43061,53.01
fsm,1961,6.74,44610,53.37
fsm,1962,6.729,46218,53.71
fsm,1963,6.713,47744,54.06
fsm,1964,6.737,49181,54.45
fsm,1965,6.743,50684,54.86
fsm,1966,6.781,52258,55.21
fsm,1967,6.81,53846,55.58
fsm,1968,6.84,55457,55.92
fsm,1969,6.877,57145,56.27
fsm,1970,6.928,58922,56.59
fsm,1971,6.938,60636,56.97
fsm,1972,6.961,62278,57.33
fsm,1973,6.971,63986,57.67
fsm,1974,6.928,65749,57.99
fsm,1975,6.879,67428,58.28
fsm,1976,6.818,69049,58.6
fsm,1977,6.742,70753,58.94
fsm,1978,6.65,72754,59.26
fsm,1979,6.545,75054,59.62
fsm,1980,6.423,77407,59.74
fsm,1981,6.291,79794,59.85
fsm,1982,6.164,82219,59.71
fsm,1983,6.032,84680,60.15
fsm,1984,5.888,87176,60.37
fsm,1985,5.749,89707,60.56
fsm,1986,5.612,92266,60.72
fsm,1987,5.466,94844,60.76
fsm,1988,5.323,97097,61.01
fsm,1989,5.183,99003,61.16
fsm,1990,5.049,100888,61.29
fsm,1991,4.92,102754,61.41
fsm,1992,4.802,104806,61.54
fsm,1993,4.678,107066,61.69
fsm,1994,4.575,109075,61.81
fsm,1995,4.494,110230,62.03
fsm,1996,4.427,110710,62.18
fsm,1997,4.355,111071,62.36
fsm,1998,4.301,111377,62.55
fsm,1999,4.27,111680,62.75
fsm,2000,4.217,112044,62.58
fsm,2001,4.084,112365,63.18
fsm,2002,3.934,112448,62.47
fsm,2003,3.785,112285,63.61
fsm,2004,3.681,111925,63.66
fsm,2005,3.595,111412,63.77
fsm,2006,3.514,110729,63.84
fsm,2007,3.439,109880,63.92
fsm,2008,3.368,108936,63.95
fsm,2009,3.313,107957,63.99
fsm,2010,3.271,107540,64.04
fsm,2011,3.223,107698,64.12
fsm,2012,3.18,107890,64.2
fsm,2013,3.133,108121,64.22
fsm,2014,3.091,108396,64.19
fsm,2015,3.049,108716,64.05
fsm,2016,3.001,109075,64.13
fsm,2017,2.957,109481,64.15
fsm,2018,2.922,109909,64.14
fsm,2019,2.883,110282,64.13
fsm,2020,2.852,110916,63.77
fsm,2021,2.818,111624,63.8
fsm,2022,2.785,112114,63.99
fsm,2023,2.748,112630,64.35
gab,1960,4.422,512316,49.98
gab,1961,4.504,518266,50.32
gab,1962,4.587,524649,50.65
gab,1963,4.649,531452,51
gab,1964,4.713,538657,51.24
gab,1965,4.785,546308,51.69
gab,1966,4.861,554463,51.97
gab,1967,4.919,563108,52.28
gab,1968,4.984,572257,52.55
gab,1969,5.049,583276,52.85
gab,1970,5.097,595846,53.16
gab,1971,5.163,608348,53.51
gab,1972,5.237,620960,53.89
gab,1973,5.287,633995,54.31
gab,1974,5.327,647691,54.92
gab,1975,5.391,662197,55.56
gab,1976,5.457,677628,56.36
gab,1977,5.516,693984,56.87
gab,1978,5.568,711245,57.22
gab,1979,5.608,729375,57.65
gab,1980,5.664,748389,58.12
gab,1981,5.726,768385,58.47
gab,1982,5.74,789286,58.72
gab,1983,5.759,811005,59.02
gab,1984,5.733,833501,59.41
gab,1985,5.713,856726,59.78
gab,1986,5.688,880705,60.33
gab,1987,5.667,905479,60.51
gab,1988,5.623,931020,60.45
gab,1989,5.55,957138,60.45
gab,1990,5.459,983734,60.45
gab,1991,5.373,1010818,60.6
gab,1992,5.289,1038380,60.85
gab,1993,5.186,1066405,60.73
gab,1994,5.044,1094720,60.56
gab,1995,4.884,1123213,60.41
gab,1996,4.742,1152015,60.02
gab,1997,4.657,1181439,60.22
gab,1998,4.576,1211736,60.1
gab,1999,4.502,1243016,59.84
gab,2000,4.469,1275572,59.59
gab,2001,4.417,1309589,59.52
gab,2002,4.36,1345135,59.77
gab,2003,4.299,1382350,59.82
gab,2004,4.252,1421609,60.17
gab,2005,4.21,1463495,61.11
gab,2006,4.17,1508337,61.66
gab,2007,4.142,1556237,62.03
gab,2008,4.118,1607175,62.17
gab,2009,4.138,1661556,62.69
gab,2010,4.153,1719879,63.27
gab,2011,4.151,1781985,63.69
gab,2012,4.086,1846889,64.47
gab,2013,4.019,1913059,65.28
gab,2014,3.953,1978399,65.89
gab,2015,3.921,2040989,66.27
gab,2016,3.921,2100306,66.63
gab,2017,3.913,2156900,67.05
gab,2018,3.908,2212318,67.46
gab,2019,3.884,2267706,67.81
gab,2020,3.831,2322539,67.74
gab,2021,3.776,2376722,67.02
gab,2022,3.712,2430747,66.89
gab,2023,3.647,2484789,67.37
gbr,1960,2.69,52538548,71.17
gbr,1961,2.78,52884948,71.08
gbr,1962,2.86,53272830,71.05
gbr,1963,2.88,53652936,71.1
gbr,1964,2.93,54009135,71.5
gbr,1965,2.86,54359020,71.65
gbr,1966,2.78,54676344,71.7
gbr,1967,2.68,54973661,72.01
gbr,1968,2.6,55240645,71.93
gbr,1969,2.51,55456207,71.88
gbr,1970,2.44,55663801,72.08
gbr,1971,2.41,55890372,72.24
gbr,1972,2.2,56079239,72.16
gbr,1973,2.04,56188791,72.33
gbr,1974,1.92,56224550,72.53
gbr,1975,1.81,56220143,72.78
gbr,1976,1.74,56201138,72.93
gbr,1977,1.69,56175829,73.24
gbr,1978,1.75,56175556,73.3
gbr,1979,1.86,56218763,73.42
gbr,1980,1.9,56282103,73.79
gbr,1981,1.82,56304592,74.08
gbr,1982,1.78,56292755,74.24
gbr,1983,1.77,56332058,74.51
gbr,1984,1.77,56451313,74.76
gbr,1985,1.79,56606414,74.81
gbr,1986,1.78,56751923,75
gbr,1987,1.81,56886024,75.25
gbr,1988,1.82,57026546,75.39
gbr,1989,1.79,57182136,75.6
gbr,1990,1.83,57367862,75.85
gbr,1991,1.82,57555192,76.08
gbr,1992,1.79,57719272,76.34
gbr,1993,1.76,57861037,76.43
gbr,1994,1.74,58003203,76.73
gbr,1995,1.71,58154635,76.84
gbr,1996,1.73,58298565,77.05
gbr,1997,1.72,58447089,77.3
gbr,1998,1.71,58626819,77.45
gbr,1999,1.68,58838657,77.6
gbr,2000,1.64,59057338,77.97
gbr,2001,1.63,59288090,78.29
gbr,2002,1.63,59540763,78.45
gbr,2003,1.7,59820385,78.64
gbr,2004,1.75,60169967,79.04
gbr,2005,1.76,60596108,79.33
gbr,2006,1.82,61051094,79.55
gbr,2007,1.86,61535855,79.78
gbr,2008,1.91,62027306,79.97
gbr,2009,1.89,62506226,80.32
gbr,2010,1.92,63006483,80.58
gbr,2011,1.91,63509285,80.81
gbr,2012,1.92,63960484,80.92
gbr,2013,1.83,64389388,80.96
gbr,2014,1.81,64865916,81.09
gbr,2015,1.8,65382110,81.05
gbr,2016,1.79,65893358,81.09
gbr,2017,1.74,66354471,81.16
gbr,2018,1.68,66752475,81.05
gbr,2019,1.632,67110958,81.07
gbr,2020,1.571,67351861,79.79
gbr,2021,1.583,67668792,80.09
gbr,2022,1.56,68179315,81.5
gbr,2023,1.56,68682962,81.65
geo,1960,2.942,4053800,59.25
geo,1961,2.943,4129029,60.14
geo,1962,2.937,4205699,60.95
geo,1963,2.949,4282793,61.56
geo,1964,2.891,4358324,62.26
geo,1965,2.774,4429322,62.95
geo,1966,2.728,4503014,63.56
geo,1967,2.743,4582952,64.12
geo,1968,2.689,4663584,64.6
geo,1969,2.687,4743028,64.99
geo,1970,2.695,4804055,65.36
geo,1971,2.707,4843145,65.67
geo,1972,2.674,4877277,65.93
geo,1973,2.617,4911008,66.23
geo,1974,2.565,4944635,66.51
geo,1975,2.552,4979409,66.74
geo,1976,2.51,5015921,67.06
geo,1977,2.441,5053551,67.41
geo,1978,2.417,5091796,67.73
geo,1979,2.382,5128673,68.09
geo,1980,2.347,5165546,68.54
geo,1981,2.33,5205030,68.84
geo,1982,2.312,5246474,69.1
geo,1983,2.339,5290180,69.1
geo,1984,2.378,5334257,68.95
geo,1985,2.399,5376896,69.06
geo,1986,2.38,5419133,69.08
geo,1987,2.319,5461016,68.89
geo,1988,2.318,5500240,68.7
geo,1989,2.322,5499641,68.52
geo,1990,2.306,5448868,68.53
geo,1991,2.208,5379510,68.41
geo,1992,2.045,5294187,67.93
geo,1993,1.912,5178780,67.78
geo,1994,1.835,5046271,68.81
geo,1995,1.807,4925743,69.98
geo,1996,1.759,4812775,70.93
geo,1997,1.728,4695356,70.88
geo,1998,1.703,4576451,70.63
geo,1999,1.643,4455583,70.67
geo,2000,1.609,4328358,70.68
geo,2001,1.579,4209636,70.78
geo,2002,1.571,4127846,70.38
geo,2003,1.552,4085483,70.59
geo,2004,1.566,4056073,70.68
geo,2005,1.583,4026131,71.05
geo,2006,1.617,3996591,71.47
geo,2007,1.697,3967590,71.96
geo,2008,1.832,3941195,71.52
geo,2009,1.993,3918941,71.72
geo,2010,1.973,3895925,71.88
geo,2011,1.915,3868724,72.17
geo,2012,1.929,3839208,72.45
geo,2013,1.993,3809125,72.92
geo,2014,2.18,3792916,73.18
geo,2015,2.214,3791573,73.29
geo,2016,2.228,3792057,73.14
geo,2017,2.136,3792859,73.2
geo,2018,2.093,3794877,73.28
geo,2019,2.021,3796722,73.4
geo,2020,1.976,3795678,72.7
geo,2021,1.98,3788451,71.63
geo,2022,1.82,3794784,71.52
geo,2023,1.81,3807492,72.37
gha,1960,6.89,6961215,51.03
gha,1961,6.912,7162667,51.48
gha,1962,6.942,7337375,52.03
gha,1963,6.936,7514714,52.38
gha,1964,6.902,7695739,52.71
gha,1965,6.88,7882606,53
gha,1966,6.862,8074521,53.24
gha,1967,6.893,8271913,53.5
gha,1968,6.892,8475729,53.84
gha,1969,6.954,8690383,54.12
gha,1970,6.952,8925813,54.46
gha,1971,6.946,9176264,54.77
gha,1972,6.916,9438187,55.18
gha,1973,6.872,9714617,55.55
gha,1974,6.822,10000523,55.95
gha,1975,6.762,10294308,56.27
gha,1976,6.703,10594913,56.55
gha,1977,6.637,10911871,56.8
gha,1978,6.564,11248450,57.16
gha,1979,6.513,11597255,57.4
gha,1980,6.474,11941448,57.53
gha,1981,6.415,12281712,57.69
gha,1982,6.312,12643819,57.7
gha,1983,6.227,13029836,57.78
gha,1984,6.153,13370590,57.9
gha,1985,6.119,13661229,58.17
gha,1986,6.084,13965217,58.45
gha,1987,6.022,14289108,58.68
gha,1988,5.922,14636568,58.94
gha,1989,5.818,15006813,59.19
gha,1990,5.737,15394648,59.37
gha,1991,5.63,15787496,59.57
gha,1992,5.517,16184855,59.68
gha,1993,5.414,16589519,59.89
gha,1994,5.254,16993190,59.65
gha,1995,5.106,17399017,59.89
gha,1996,4.959,17810181,59.84
gha,1997,4.884,18238958,59.53
gha,1998,4.829,18688036,59.71
gha,1999,4.822,19149864,59.66
gha,2000,4.827,19637087,59.61
gha,2001,4.768,20167069,59.5
gha,2002,4.687,20729388,59.53
gha,2003,4.597,21296705,59.64
gha,2004,4.504,21868298,59.81
gha,2005,4.496,22449438,60.01
gha,2006,4.399,23040702,60.25
gha,2007,4.288,23642279,60.53
gha,2008,4.217,24249946,60.95
gha,2009,4.179,24862664,61.34
gha,2010,4.181,25474995,61.79
gha,2011,4.177,26095088,62.41
gha,2012,4.154,26734268,63.01
gha,2013,4.114,27386193,63.47
gha,2014,4.029,28041592,63.88
gha,2015,3.982,28696068,64.22
gha,2016,3.873,29356742,64.65
gha,2017,3.715,30008354,65.11
gha,2018,3.65,30637585,65.77
gha,2019,3.593,31258945,66.31
gha,2020,3.541,31887809,65.67
gha,2021,3.492,32518665,65.34
gha,2022,3.434,33149152,65.5
gha,2023,3.397,33787914,66.09
gin,1960,6.112,3556749,41.15
gin,1961,6.126,3619551,41.48
gin,1962,6.14,3684273,41.8
gin,1963,6.153,3750954,42.14
gin,1964,6.166,3819722,42.43
gin,1965,6.178,3890716,42.75
gin,1966,6.19,3964155,43.02
gin,1967,6.202,4040153,43.28
gin,1968,6.214,4118550,43.5
gin,1969,6.228,4198300,43.72
gin,1970,6.243,4277535,43.85
gin,1971,6.262,4355200,44.08
gin,1972,6.283,4431292,44.35
gin,1973,6.308,4506324,44.6
gin,1974,6.336,4580510,44.85
gin,1975,6.367,4653876,45.13
gin,1976,6.4,4727022,45.53
gin,1977,6.434,4801128,45.9
gin,1978,6.44,4877854,46.4
gin,1979,6.45,4959283,46.88
gin,1980,6.459,5047419,47.27
gin,1981,6.459,5143288,47.66
gin,1982,6.487,5247672,48.08
gin,1983,6.487,5359814,48.38
gin,1984,6.512,5480096,49.02
gin,1985,6.527,5610373,49.57
gin,1986,6.548,5750668,50.14
gin,1987,6.571,5900198,50.55
gin,1988,6.561,6056574,50.95
gin,1989,6.548,6215811,51.39
gin,1990,6.515,6434374,51.92
gin,1991,6.484,6697166,52.39
gin,1992,6.453,6914366,52.62
gin,1993,6.409,7128177,53.07
gin,1994,6.358,7345107,53.29
gin,1995,6.288,7553249,53.55
gin,1996,6.205,7770035,53.98
gin,1997,6.123,7931370,54.24
gin,1998,6.051,8081990,54.34
gin,1999,5.985,8265123,54.44
gin,2000,5.918,8428832,54.34
gin,2001,5.834,8539960,54.71
gin,2002,5.781,8674066,55.09
gin,2003,5.744,8870781,55.44
gin,2004,5.733,9062726,55.7
gin,2005,5.727,9245844,56
gin,2006,5.704,9441171,56.25
gin,2007,5.664,9662281,56.5
gin,2008,5.596,9898870,56.87
gin,2009,5.528,10143534,57.14
gin,2010,5.435,10396086,57.56
gin,2011,5.337,10656810,57.91
gin,2012,5.232,10921581,58.19
gin,2013,5.151,11191873,58.4
gin,2014,5.07,11472924,57.86
gin,2015,5.002,11767070,58.49
gin,2016,4.915,12073030,59.26
gin,2017,4.793,12385659,59.91
gin,2018,4.669,12704774,60.57
gin,2019,4.576,13034346,61.24
gin,2020,4.489,13371183,60.84
gin,2021,4.399,13710513,60.39
gin,2022,4.303,14055137,60.49
gin,2023,4.217,14405468,61.06
gmb,1960,6.246,398060,53.85
gmb,1961,6.228,408930,54.14
gmb,1962,6.213,420163,54.37
gmb,1963,6.202,431757,54.6
gmb,1964,6.195,443687,54.85
gmb,1965,6.192,455952,55.21
gmb,1966,6.183,468516,55.6
gmb,1967,6.206,481588,55.97
gmb,1968,6.221,495269,56.22
gmb,1969,6.246,509440,56.52
gmb,1970,6.257,524105,56.59
gmb,1971,6.33,539388,56.66
gmb,1972,6.366,555370,56.7
gmb,1973,6.405,571991,56.78
gmb,1974,6.415,589085,56.87
gmb,1975,6.428,606821,56.99
gmb,1976,6.434,625667,57.14
gmb,1977,6.433,645770,57.33
gmb,1978,6.421,667103,57
gmb,1979,6.411,689781,57.88
gmb,1980,6.414,713913,58.16
gmb,1981,6.399,739125,56.54
gmb,1982,6.396,765753,58.88
gmb,1983,6.393,794525,59.2
gmb,1984,6.385,825631,59.44
gmb,1985,6.357,858874,59.64
gmb,1986,6.344,894019,59.87
gmb,1987,6.3,931091,60.05
gmb,1988,6.258,970160,60.25
gmb,1989,6.254,1011357,60.39
gmb,1990,6.246,1054696,60.61
gmb,1991,6.191,1099959,60.8
gmb,1992,6.111,1145582,60.75
gmb,1993,6.034,1188365,61.18
gmb,1994,6.035,1227226,61.25
gmb,1995,5.994,1264313,61.37
gmb,1996,5.925,1301410,61.43
gmb,1997,5.851,1338889,61.12
gmb,1998,5.818,1376987,61.51
gmb,1999,5.772,1415779,61.48
gmb,2000,5.716,1455084,61.6
gmb,2001,5.67,1495011,61.69
gmb,2002,5.656,1535691,61.73
gmb,2003,5.656,1577611,61.82
gmb,2004,5.683,1621312,61.97
gmb,2005,5.708,1667037,62.16
gmb,2006,5.736,1715275,62.43
gmb,2007,5.685,1765774,62.6
gmb,2008,5.625,1817852,62.94
gmb,2009,5.574,1871422,63.28
gmb,2010,5.558,1926630,63.71
gmb,2011,5.542,1983784,64.17
gmb,2012,5.519,2043094,64.53
gmb,2013,5.392,2103820,64.79
gmb,2014,5.197,2164528,65.03
gmb,2015,5.003,2224529,65.36
gmb,2016,4.809,2283769,65.69
gmb,2017,4.614,2342189,66.04
gmb,2018,4.42,2399632,66.39
gmb,2019,4.33,2456844,66.74
gmb,2020,4.248,2515733,65.55
gmb,2021,4.165,2576010,64.99
gmb,2022,4.078,2636470,65.85
gmb,2023,4.006,2697845,67.13
gnb,1960,5.921,577633,37.39
gnb,1961,5.931,582532,37.79
gnb,1962,5.941,589474,38.17
gnb,1963,5.951,594418,35.95
gnb,1964,5.961,588543,36.38
gnb,1965,5.971,575005,36.8
gnb,1966,5.982,566908,37.2
gnb,1967,5.994,569011,37.63
gnb,1968,6.008,578170,38.06
gnb,1969,6.024,581610,38.53
gnb,1970,6.041,584403,39.02
gnb,1971,6.06,586221,39.41
gnb,1972,6.078,586620,39.83
gnb,1973,6.098,592808,40.21
gnb,1974,6.12,613338,43.21
gnb,1975,6.15,650966,43.57
gnb,1976,6.192,694191,43.99
gnb,1977,6.249,741789,44.28
gnb,1978,6.32,791694,44.69
gnb,1979,6.401,819867,45.1
gnb,1980,6.487,829303,45.31
gnb,1981,6.569,842432,45.45
gnb,1982,6.64,855891,45.68
gnb,1983,6.694,869592,45.9
gnb,1984,6.727,883519,46.2
gnb,1985,6.739,897697,46.53
gnb,1986,6.734,912126,46.88
gnb,1987,6.717,926862,47.24
gnb,1988,6.693,942061,47.7
gnb,1989,6.663,957789,48.15
gnb,1990,6.501,973669,48.62
gnb,1991,6.474,994639,49.04
gnb,1992,6.435,1024356,49.38
gnb,1993,6.369,1058745,49.7
gnb,1994,6.299,1092031,49.79
gnb,1995,6.223,1119949,50.27
gnb,1996,6.141,1143535,49.51
gnb,1997,6.06,1165545,50.04
gnb,1998,5.97,1187473,49.79
gnb,1999,5.871,1210206,49.95
gnb,2000,5.786,1234741,51.47
gnb,2001,5.688,1261273,51.8
gnb,2002,5.634,1289307,52.09
gnb,2003,5.577,1318806,52.41
gnb,2004,5.5,1349563,52.67
gnb,2005,5.46,1381585,52.75
gnb,2006,5.406,1415303,53.59
gnb,2007,5.365,1450986,54.26
gnb,2008,5.266,1488054,54.79
gnb,2009,5.176,1526377,55.52
gnb,2010,5.111,1566347,56.2
gnb,2011,5.067,1608076,56.87
gnb,2012,5.003,1651417,57.41
gnb,2013,4.93,1695973,57.92
gnb,2014,4.79,1741122,58.25
gnb,2015,4.661,1786457,58.75
gnb,2016,4.519,1831893,59.31
gnb,2017,4.347,1877072,59.84
gnb,2018,4.241,1922168,60.33
gnb,2019,4.153,1967696,60.95
gnb,2020,4.075,2013255,60.07
gnb,2021,3.998,2058841,59.72
gnb,2022,3.911,2105529,59.93
gnb,2023,3.836,2153339,60.63
gnq,1960,5.653,269807,40.37
gnq,1961,5.661,274896,40.73
gnq,1962,5.673,280286,41.14
gnq,1963,5.69,285965,41.71
gnq,1964,5.711,291942,42.3
gnq,1965,5.734,298238,42.89
gnq,1966,5.756,304859,43.43
gnq,1967,5.776,311805,43.97
gnq,1968,5.791,318849,44.49
gnq,1969,5.802,322517,44.92
gnq,1970,5.808,320803,45.21
gnq,1971,5.808,315940,45.54
gnq,1972,5.805,309468,45.85
gnq,1973,5.8,302281,46.25
gnq,1974,5.795,294953,46.73
gnq,1975,5.791,287901,47.39
gnq,1976,5.791,281031,48.2
gnq,1977,5.795,276779,49
gnq,1978,5.804,276531,49.62
gnq,1979,5.817,279846,47.07
gnq,1980,5.835,288644,50.47
gnq,1981,5.856,303252,50.71
gnq,1982,5.88,322216,50.91
gnq,1983,5.903,343421,50.99
gnq,1984,5.926,364899,50.83
gnq,1985,5.946,385547,51.06
gnq,1986,5.962,404728,51.1
gnq,1987,5.974,422522,51.06
gnq,1988,5.982,439651,51.02
gnq,1989,5.986,456808,51.06
gnq,1990,5.987,474274,51.06
gnq,1991,5.985,492217,51.24
gnq,1992,5.984,510770,51.57
gnq,1993,5.981,530023,51.8
gnq,1994,5.978,550138,51.99
gnq,1995,5.971,571264,52.23
gnq,1996,5.96,593492,52.69
gnq,1997,5.941,616893,54.39
gnq,1998,5.914,641474,55.51
gnq,1999,5.878,667214,56.56
gnq,2000,5.834,703279,57.61
gnq,2001,5.785,749836,58.94
gnq,2002,5.731,797957,60.02
gnq,2003,5.675,847862,60.46
gnq,2004,5.618,899917,60.94
gnq,2005,5.559,947367,61.13
