Code,Year,Fertility rate,Population,Life expectancy
afg,1960,7.282,9035043,45.03
afg,1961,7.284,9214083,45.28
afg,1962,7.292,9404406,45.51
afg,1963,7.302,9604487,45.69
afg,1964,7.304,9814318,45.91
afg,1965,7.305,10036008,46.13
afg,1966,7.32,10266395,46.3
afg,1967,7.339,10505959,46.48
afg,1968,7.363,10756922,46.68
afg,1969,7.389,11017409,46.87
afg,1970,7.4,11290128,47.08
afg,1971,7.432,11567667,47.26
afg,1972,7.453,11853696,47.27
afg,1973,7.487,12157999,47.33
afg,1974,7.526,12469127,47.41
afg,1975,7.542,12773954,47.55
afg,1976,7.561,13059851,47.72
afg,1977,7.591,13340756,47.87
afg,1978,7.599,13611441,46.42
afg,1979,7.612,13655567,44.68
afg,1980,7.643,13169311,43.68
afg,1981,7.617,11937581,44.34
afg,1982,7.6,10991378,44.06
afg,1983,7.57,10917982,42.27
afg,1984,7.554,11190221,39.9
afg,1985,7.55,11426852,42.03
afg,1986,7.553,11420074,43.27
afg,1987,7.548,11387818,45.88
afg,1988,7.551,11523298,48.51
afg,1989,7.559,11874088,52.73
afg,1990,7.576,12045660,53.83
afg,1991,7.631,12238879,53.76
afg,1992,7.703,13278974,54.24
afg,1993,7.761,14943172,54.4
afg,1994,7.767,16250794,53.89
afg,1995,7.767,17065836,54.33
afg,1996,7.757,17763266,54.69
afg,1997,7.732,18452091,54.46
afg,1998,7.693,19159996,53.34
afg,1999,7.641,19887785,54.73
afg,2000,7.566,20130327,54.73
afg,2001,7.453,20284307,54.83
afg,2002,7.32,21378117,55.54
afg,2003,7.174,22733049,56.5
afg,2004,7.018,23560654,57.14
afg,2005,6.858,24404567,57.63
afg,2006,6.686,25424094,58
afg,2007,6.508,25909852,58.5
afg,2008,6.392,26482622,59.18
afg,2009,6.295,27466101,59.9
afg,2010,6.195,28284089,60.46
afg,2011,6.094,29347708,61.02
afg,2012,5.985,30560034,61.43
afg,2013,5.879,31622704,61.93
afg,2014,5.77,32792523,61.93
afg,2015,5.652,33831764,61.91
afg,2016,5.542,34700612,62.03
afg,2017,5.433,35688935,62.9
afg,2018,5.327,36743039,62.73
afg,2019,5.238,37856121,63.33
afg,2020,5.145,39068979,62.34
afg,2021,5.039,40000412,61.75
afg,2022,4.932,40578842,62.64
afg,2023,4.84,41454761,63.99
ago,1960,6.708,5231654,46.25
ago,1961,6.79,5301583,44.81
ago,1962,6.872,5354310,44.99
ago,1963,6.954,5408320,45.17
ago,1964,7.036,5464187,45.37
ago,1965,7.116,5521981,45.58
ago,1966,7.194,5581386,45.78
ago,1967,7.267,5641807,45.98
ago,1968,7.332,5702699,46.19
ago,1969,7.388,5763685,46.39
ago,1970,7.434,5852788,46.57
ago,1971,7.467,5991102,46.79
ago,1972,7.488,6174262,46.95
ago,1973,7.498,6388528,47.16
ago,1974,7.5,6613367,47.36
ago,1975,7.494,6842947,47.46
ago,1976,7.485,7074664,47.54
ago,1977,7.475,7317829,47.66
ago,1978,7.467,7576734,47.82
ago,1979,7.461,7847207,47.97
ago,1980,7.459,8133872,48.13
ago,1981,7.459,8435607,48.21
ago,1982,7.461,8751648,48.24
ago,1983,7.462,9082983,48.22
ago,1984,7.459,9425917,48.38
ago,1985,7.451,9779120,48.56
ago,1986,7.435,10139450,48.56
ago,1987,7.409,10497858,48.65
ago,1988,7.373,10861291,48.59
ago,1989,7.328,11238562,49.37
ago,1990,7.272,11626360,49.67
ago,1991,7.208,12023529,50.31
ago,1992,7.138,12423712,50.34
ago,1993,7.065,12827135,48.98
ago,1994,6.99,13249764,50.33
ago,1995,6.918,13699778,51.16
ago,1996,6.851,14170973,51.66
ago,1997,6.789,14660413,51.65
ago,1998,6.732,15159370,50.62
ago,1999,6.683,15667235,51.92
ago,2000,6.639,16194869,52.78
ago,2001,6.601,16747208,53.44
ago,2002,6.567,17327699,54.48
ago,2003,6.533,17943712,55.09
ago,2004,6.499,18600423,55.53
ago,2005,6.461,19291161,56.35
ago,2006,6.419,20015279,56.96
ago,2007,6.372,20778561,57.95
ago,2008,6.32,21578655,58.76
ago,2009,6.26,22414773,59.49
ago,2010,6.194,23294825,60.21
ago,2011,6.12,24218352,60.84
ago,2012,6.039,25177394,61.44
ago,2013,5.953,26165620,62.13
ago,2014,5.864,27160769,63.01
ago,2015,5.774,28157798,63.52
ago,2016,5.686,29183070,63.87
ago,2017,5.6,30234839,64.24
ago,2018,5.519,31297155,64.63
ago,2019,5.442,32375632,65.08
ago,2020,5.371,33451132,64.88
ago,2021,5.304,34532429,64.24
ago,2022,5.209,35635029,64.53
ago,2023,5.124,36749906,65.9
alb,1960,6.383,1649387,62.55
alb,1961,6.273,1698791,63.28
alb,1962,6.106,1743733,63.32
alb,1963,5.927,1791285,63.78
alb,1964,5.714,1841441,64.37
alb,1965,5.474,1894312,64.79
alb,1966,5.325,1950044,65.55
alb,1967,5.31,2008521,66.07
alb,1968,5.317,2068841,66.55
alb,1969,5.287,2126875,67.1
alb,1970,5.158,2181220,67.79
alb,1971,5.083,2234992,68.34
alb,1972,4.979,2289265,68.84
alb,1973,4.829,2344105,69.31
alb,1974,4.7,2399401,69.75
alb,1975,4.566,2454859,70.19
alb,1976,4.374,2510580,70.66
alb,1977,4.204,2566599,71.13
alb,1978,3.996,2624621,71.7
alb,1979,3.782,2681385,71.35
alb,1980,3.59,2735416,71.25
alb,1981,3.468,2790413,71.32
alb,1982,3.416,2846907,71.41
alb,1983,3.319,2905130,71.23
alb,1984,3.282,2964958,71.41
alb,1985,3.214,3026242,71.89
alb,1986,3.141,3087652,72.27
alb,1987,3.106,3148838,72.21
alb,1988,3.069,3212919,72.38
alb,1989,3.03,3260374,72.47
alb,1990,3.014,3277966,72.76
alb,1991,2.956,3282602,72.64
alb,1992,2.885,3282501,73.23
alb,1993,2.811,3277825,73.83
alb,1994,2.798,3269410,74.59
alb,1995,2.762,3258567,74.61
alb,1996,2.666,3245678,74.55
alb,1997,2.535,3229660,72.91
alb,1998,2.425,3210133,74.83
alb,1999,2.313,3188595,75.07
alb,2000,2.217,3166148,75.39
alb,2001,2.141,3147943,76.02
alb,2002,2.002,3134092,75.93
alb,2003,2.006,3118088,75.62
alb,2004,1.889,3098657,75.77
alb,2005,1.787,3076159,76.2
alb,2006,1.686,3050809,76.9
alb,2007,1.633,3022887,77.5
alb,2008,1.616,2992930,77.57
alb,2009,1.638,2961479,77.97
alb,2010,1.653,2928722,78.13
alb,2011,1.677,2911504,78.13
alb,2012,1.719,2910004,78.22
alb,2013,1.741,2907573,78.28
alb,2014,1.721,2903749,78.21
alb,2015,1.631,2898632,78.14
alb,2016,1.555,2897867,78.23
alb,2017,1.486,2898242,78.33
alb,2018,1.415,2894231,78.44
alb,2019,1.395,2885010,78.5
alb,2020,1.371,2871954,76.23
alb,2021,1.365,2849635,75.71
alb,2022,1.355,2827608,76.07
alb,2023,1.348,2811655,77.29
and,1960,2.545,9510,75.74
and,1961,2.543,10283,75.83
and,1962,2.548,11086,75.94
and,1963,2.602,11915,76.04
and,1964,2.689,12764,76.18
and,1965,2.715,13634,76.3
and,1966,2.759,14626,76.41
and,1967,2.78,15837,76.55
and,1968,2.77,17176,76.67
and,1969,2.769,18555,76.83
and,1970,2.787,19977,76.97
and,1971,2.832,21442,77.08
and,1972,2.905,22957,77.22
and,1973,2.826,24523,77.37
and,1974,2.735,26130,77.55
and,1975,2.458,27773,77.7
and,1976,2.207,29436,77.82
and,1977,2.029,31097,77.95
and,1978,1.884,32735,78.08
and,1979,1.795,34306,78.23
and,1980,1.83,35782,78.34
and,1981,1.797,37169,78.41
and,1982,1.726,38764,78.48
and,1983,1.574,40565,78.52
and,1984,1.475,42273,78.61
and,1985,1.434,43825,78.71
and,1986,1.397,45734,78.78
and,1987,1.367,47653,78.84
and,1988,1.365,49416,78.89
and,1989,1.395,50620,78.96
and,1990,1.401,52597,79.03
and,1991,1.397,56667,79.12
and,1992,1.373,60200,79.16
and,1993,1.334,63272,79.35
and,1994,1.317,64612,79.51
and,1995,1.319,63912,79.75
and,1996,1.329,63984,79.96
and,1997,1.354,64700,80.2
and,1998,1.383,65382,80.41
and,1999,1.421,65710,80.6
and,2000,1.273,65685,80.76
and,2001,1.305,65852,80.92
and,2002,1.265,66506,81.09
and,2003,1.18,69486,81.22
and,2004,1.229,74325,81.26
and,2005,1.224,77421,81.4
and,2006,1.234,79585,81.49
and,2007,1.189,81877,81.66
and,2008,1.25,83495,81.75
and,2009,1.208,83888,81.78
and,2010,1.275,80706,81.85
and,2011,1.321,77783,81.91
and,2012,1.26,76834,81.94
and,2013,1.142,75194,81.95
and,2014,1.168,73737,81.97
and,2015,1.223,72174,82.01
and,2016,1.184,72181,82.06
and,2017,1.129,73763,82.11
and,2018,1.053,75162,82.14
and,2019,1.045,76474,82.19
and,2020,1.028,77380,78.25
and,2021,1.058,78364,79.58
and,2022,1.071,79705,82.73
and,2023,1.082,80856,82.89
are,1960,6.499,131334,60.34
are,1961,6.494,137989,60.81
are,1962,6.489,144946,61.26
are,1963,6.495,152211,61.62
are,1964,6.494,159692,62.12
are,1965,6.495,167103,62.59
are,1966,6.495,173976,63.04
are,1967,6.51,179700,63.38
are,1968,6.529,199416,63.77
are,1969,6.524,239660,64.2
are,1970,6.519,286536,64.04
are,1971,6.519,335027,64.89
are,1972,6.502,385014,65.11
are,1973,6.464,436399,65.39
are,1974,6.411,489087,65.66
are,1975,6.353,542856,65.99
are,1976,6.291,615866,66.31
are,1977,6.223,710209,66.64
are,1978,6.151,809274,66.95
are,1979,6.059,912010,67.31
are,1980,5.953,1015700,67.62
are,1981,5.814,1099855,67.96
are,1982,5.658,1166370,68.13
are,1983,5.482,1235305,67.91
are,1984,5.303,1305996,68.4
are,1985,5.125,1377911,68.47
are,1986,4.999,1467383,68.48
are,1987,4.883,1574244,68.5
are,1988,4.768,1681788,68.53
are,1989,4.65,1789851,68.58
are,1990,4.506,1898220,68.66
are,1991,4.251,2006626,68.73
are,1992,4.088,2114730,68.78
are,1993,3.819,2222093,68.83
are,1994,3.761,2328188,68.68
are,1995,3.278,2434662,68.81
are,1996,3.06,2597564,68.91
are,1997,2.825,2817410,68.97
are,1998,2.765,3040421,69.16
are,1999,2.793,3266009,69.21
are,2000,2.733,3493575,69.11
are,2001,2.622,3723590,69.24
are,2002,2.541,3956826,69.37
are,2003,2.491,4192457,69.28
are,2004,2.385,4428967,69.07
are,2005,2.232,4664790,69.24
are,2006,1.958,5009100,69.49
are,2007,1.792,5624635,70.04
are,2008,1.516,6302664,70.4
are,2009,1.582,6707058,70.57
are,2010,1.565,6938363,70.77
are,2011,1.539,7199423,70.96
are,2012,1.532,7497118,71.15
are,2013,1.527,7831847,71.64
are,2014,1.483,8236874,73.01
are,2015,1.417,8674633,73.18
are,2016,1.366,9030873,73.36
are,2017,1.35,9234327,73.53
are,2018,1.288,9346870,73.72
are,2019,1.247,9377847,73.9
are,2020,1.289,9448524,73.18
are,2021,1.162,9789048,72.96
are,2022,1.148,10242086,73.41
are,2023,1.2,10642081,74.58
arg,1960,3.136,20386045,65.26
arg,1961,3.12,20726276,65.74
arg,1962,3.126,21072538,65.75
arg,1963,3.109,21421705,65.75
arg,1964,3.075,21769453,65.82
arg,1965,3.005,22112629,66.13
arg,1966,2.966,22453893,66.58
arg,1967,2.982,22799059,66.55
arg,1968,3.011,23150583,65.99
arg,1969,3.049,23508711,65.93
arg,1970,3.085,23878327,66.13
arg,1971,3.108,24257208,66.89
arg,1972,3.135,24644328,67.33
arg,1973,3.17,25046005,67.73
arg,1974,3.216,25461351,67.91
arg,1975,3.271,25874107,68.03
arg,1976,3.317,26282283,66.99
arg,1977,3.359,26701805,67.69
arg,1978,3.359,27132158,69.04
arg,1979,3.339,27568895,69.84
arg,1980,3.301,28011596,70.23
arg,1981,3.253,28463959,70.32
arg,1982,3.204,28924262,70.92
arg,1983,3.148,29391332,70.71
arg,1984,3.116,29863093,70.82
arg,1985,3.066,30336441,71.73
arg,1986,3.054,30811980,71.95
arg,1987,3.037,31291762,72.06
arg,1988,3.046,31780532,72.13
arg,1989,3.022,32270948,72.34
arg,1990,3.034,32755901,72.47
arg,1991,3.012,33230294,72.69
arg,1992,2.987,33693527,72.75
arg,1993,2.966,34152717,73.03
arg,1994,2.935,34613491,73.36
arg,1995,2.864,35070020,73.44
arg,1996,2.781,35513793,73.49
arg,1997,2.706,35947791,73.6
arg,1998,2.662,36372860,73.65
arg,1999,2.643,36794682,73.79
arg,2000,2.591,37213984,74.22
arg,2001,2.531,37624825,74.33
arg,2002,2.493,38029349,74.28
arg,2003,2.451,38424282,74.43
arg,2004,2.43,38815916,74.92
arg,2005,2.426,39216789,75.28
arg,2006,2.4,39622115,75.41
arg,2007,2.37,40016763,75.32
arg,2008,2.432,40424148,75.68
arg,2009,2.4,40854831,75.85
arg,2010,2.411,41288694,75.94
arg,2011,2.393,41730660,76.04
arg,2012,2.304,42161721,76.17
arg,2013,2.335,42582455,76.27
arg,2014,2.386,43024071,76.47
arg,2015,2.35,43477012,76.5
arg,2016,2.241,43900313,76.24
arg,2017,2.168,44288894,76.28
arg,2018,2.067,44654882,76.48
arg,2019,1.882,44973465,76.58
arg,2020,1.601,45191965,75.2
arg,2021,1.585,45312281,74.7
arg,2022,1.482,45407904,75.37
arg,2023,1.5,45538401,77.27
arm,1960,4.786,1863705,59.22
arm,1961,4.67,1927484,60.37
arm,1962,4.521,1991689,61.36
arm,1963,4.345,2056023,62.03
arm,1964,4.15,2120135,62.86
arm,1965,3.988,2183635,63.59
arm,1966,3.829,2246159,64.2
arm,1967,3.731,2307492,64.68
arm,1968,3.622,2367319,65.07
arm,1969,3.488,2424030,65.25
arm,1970,3.328,2475633,65.86
arm,1971,3.286,2525345,66.36
arm,1972,3.198,2577079,66.78
arm,1973,3.081,2630860,67.22
arm,1974,2.984,2686445,67.9
arm,1975,2.921,2743660,68.23
arm,1976,2.844,2818165,68.96
arm,1977,2.739,2912827,69.52
arm,1978,2.617,3012807,69.66
arm,1979,2.53,3078501,70.18
arm,1980,2.48,3107415,70.2
arm,1981,2.48,3135349,70.46
arm,1982,2.503,3163144,70.76
arm,1983,2.558,3191539,70.8
arm,1984,2.603,3224547,71.09
arm,1985,2.644,3260432,71.27
arm,1986,2.662,3294847,71.66
arm,1987,2.664,3328520,71.81
arm,1988,2.675,3355125,55.29
arm,1989,2.705,3443100,71.04
arm,1990,2.708,3552128,70.58
arm,1991,2.643,3613977,70.32
arm,1992,2.499,3571861,69.37
arm,1993,2.286,3453332,68.96
arm,1994,2.084,3364610,69.47
arm,1995,2.067,3307581,70.08
arm,1996,2.06,3278735,70.42
arm,1997,1.9,3246289,71.14
arm,1998,1.81,3208401,71.6
arm,1999,1.534,3167286,71.9
arm,2000,1.3,3125628,72.38
arm,2001,1.2,3084349,72.5
arm,2002,1.2,3055630,72.71
arm,2003,1.3,3038968,72.78
arm,2004,1.4,3022541,72.99
arm,2005,1.3,3006351,73.05
arm,2006,1.3,2990377,73.1
arm,2007,1.4,2974819,73.45
arm,2008,1.4,2959990,73.46
arm,2009,1.5,2945517,73.64
arm,2010,1.5,2931078,73.91
arm,2011,1.5,2923271,74.2
arm,2012,1.6,2922528,74.57
arm,2013,1.6,2922518,75.06
arm,2014,1.7,2922422,75.19
arm,2015,1.6,2921177,75.11
arm,2016,1.6,2918793,75.26
arm,2017,1.6,2914963,75.54
arm,2018,1.6,2909965,75.63
arm,2019,1.6,2903972,75.73
arm,2020,1.7,2890892,72.45
arm,2021,1.7,2870349,72.32
arm,2022,1.7,2880874,73.66
arm,2023,1.9,2943393,76.53
atg,1960,4.602,55603,63.83
atg,1961,4.559,56540,64.76
atg,1962,4.547,57336,65.49
atg,1963,4.536,58138,65.79
atg,1964,4.484,59020,66.1
atg,1965,4.416,59970,66.73
atg,1966,4.322,60900,67.1
atg,1967,4.178,61837,67.23
atg,1968,4.014,62809,67.62
atg,1969,3.829,63819,68
atg,1970,3.628,64528,68.32
atg,1971,3.455,64729,68.87
atg,1972,3.287,64615,69.4
atg,1973,3.126,64342,69.82
atg,1974,2.932,64058,70.05
atg,1975,2.77,63839,70.23
atg,1976,2.78,63762,70.35
atg,1977,2.784,63862,70.59
atg,1978,2.573,64038,71.02
atg,1979,2.632,64274,71.61
atg,1980,2.311,64513,72.09
atg,1981,2.166,64665,72.61
atg,1982,2.087,64785,73.24
atg,1983,2.116,64934,73.75
atg,1984,2.038,64882,73.48
atg,1985,2.151,64591,73.77
atg,1986,2.032,64276,74
atg,1987,2.067,63946,74.19
atg,1988,2.132,63623,74.32
atg,1989,2.199,63325,74.26
atg,1990,2.249,63066,74.04
atg,1991,2.036,63387,74.02
atg,1992,2.126,64404,73.97
atg,1993,2.036,65587,73.38
atg,1994,2.069,66843,73.35
atg,1995,2.159,68189,73.26
atg,1996,2.266,69612,73.96
atg,1997,2.19,71053,73.46
atg,1998,2.017,72412,74.53
atg,1999,1.956,73666,74.66
atg,2000,2.196,74912,74.83
atg,2001,2.018,76069,75.09
atg,2002,1.94,77032,75.36
atg,2003,1.887,77884,75.6
atg,2004,1.852,78719,75.72
atg,2005,1.832,79611,75.9
atg,2006,1.831,80604,75.89
atg,2007,1.86,81704,75.08
atg,2008,2.042,82912,75.19
atg,2009,2.006,84173,75.84
atg,2010,1.785,85320,75.92
atg,2011,1.746,86332,75.95
atg,2012,1.655,87260,76.02
atg,2013,1.537,88064,76.11
atg,2014,1.526,88765,75.97
atg,2015,1.567,89409,75.97
atg,2016,1.458,89969,76.02
atg,2017,1.485,90468,76.09
atg,2018,1.371,90926,76.21
atg,2019,1.468,91364,76.29
atg,2020,1.569,91846,76.43
atg,2021,1.58,92349,76.1
atg,2022,1.58,92840,76.82
atg,2023,1.578,93316,76.99
aus,1960,3.453,10280813,71.11
aus,1961,3.54,10500443,71.29
aus,1962,3.442,10707236,71.21
aus,1963,3.332,10913265,71.18
aus,1964,3.146,11128251,71.02
aus,1965,2.977,11357477,71.1
aus,1966,2.881,11592485,71.12
aus,1967,2.848,11810519,71.1
aus,1968,2.888,12030013,71.04
aus,1969,2.886,12272380,71.15
aus,1970,2.859,12599411,71.15
aus,1971,2.961,12997964,71.44
aus,1972,2.744,13304896,71.78
aus,1973,2.491,13518685,71.93
aus,1974,2.397,13719495,71.95
aus,1975,2.148,13893989,72.51
aus,1976,2.06,14046755,72.85
aus,1977,2.007,14203508,73.28
aus,1978,1.949,14367098,73.76
aus,1979,1.907,14533035,74.22
aus,1980,1.891,14721347,74.51
aus,1981,1.935,14949202,74.8
aus,1982,1.929,15192485,74.91
aus,1983,1.924,15414893,75.32
aus,1984,1.84,15620653,75.5
aus,1985,1.923,15835747,75.59
aus,1986,1.868,16069633,76.05
aus,1987,1.845,16322269,76.22
aus,1988,1.831,16594099,76.36
aus,1989,1.838,16869362,76.46
aus,1990,1.902,17126298,77
aus,1991,1.849,17353193,77.43
aus,1992,1.888,17549288,77.62
aus,1993,1.859,17722911,77.93
aus,1994,1.842,17897433,78.01
aus,1995,1.822,18095344,78.29
aus,1996,1.796,18305307,78.47
aus,1997,1.778,18504912,78.77
aus,1998,1.762,18701717,79.09
aus,1999,1.755,18909981,79.4
aus,2000,1.756,19132471,79.72
aus,2001,1.739,19365433,80.06
aus,2002,1.756,19595355,80.27
aus,2003,1.748,19819454,80.59
aus,2004,1.768,20046677,80.92
aus,2005,1.807,20294490,81.24
aus,2006,1.908,20590559,81.48
aus,2007,1.959,20954549,81.55
aus,2008,1.984,21370589,81.65
aus,2009,1.971,21783011,81.87
aus,2010,1.928,22141581,82.12
aus,2011,1.926,22479775,82.28
aus,2012,1.92,22852644,82.56
aus,2013,1.855,23236270,82.71
aus,2014,1.826,23595601,82.72
aus,2015,1.814,23948002,82.73
aus,2016,1.752,24329963,82.95
aus,2017,1.741,24731038,83
aus,2018,1.74,25119706,82.9
aus,2019,1.657,25482714,82.89
aus,2020,1.581,25743791,84.11
aus,2021,1.7,25956417,84.31
aus,2022,1.63,26200984,83.36
aus,2023,1.5,26451124,83.51
aut,1960,2.69,7047274,68.96
aut,1961,2.78,7086057,69.58
aut,1962,2.8,7129579,69.65
aut,1963,2.82,7175493,69.78
aut,1964,2.79,7223395,70.04
aut,1965,2.7,7270415,70.09
aut,1966,2.66,7321519,70.22
aut,1967,2.62,7376289,70.23
aut,1968,2.58,7414623,70.27
aut,1969,2.49,7440301,70.16
aut,1970,2.29,7466319,70.21
aut,1971,2.2,7499635,70.38
aut,1972,2.08,7543259,70.66
aut,1973,1.94,7585105,71.09
aut,1974,1.91,7597967,71.21
aut,1975,1.83,7577830,71.44
aut,1976,1.69,7564457,71.85
aut,1977,1.63,7567336,72.15
aut,1978,1.6,7561204,72.37
aut,1979,1.6,7548341,72.62
aut,1980,1.65,7548406,72.84
aut,1981,1.67,7567556,73.1
aut,1982,1.66,7573078,73.27
aut,1983,1.56,7561163,73.49
aut,1984,1.52,7560715,73.87
aut,1985,1.47,7564309,74.26
aut,1986,1.45,7569395,74.69
aut,1987,1.43,7574315,75.12
aut,1988,1.45,7585342,75.52
aut,1989,1.45,7620407,75.7
aut,1990,1.46,7679624,75.97
aut,1991,1.51,7757140,76.09
aut,1992,1.51,7842712,76.26
aut,1993,1.5,7907495,76.46
aut,1994,1.47,7938155,76.74
aut,1995,1.42,7950322,77.03
aut,1996,1.45,7960914,77.28
aut,1997,1.39,7969803,77.65
aut,1998,1.37,7978466,77.91
aut,1999,1.34,7993892,78.17
aut,2000,1.36,8012928,78.49
aut,2001,1.33,8042233,78.86
aut,2002,1.39,8081636,79.02
aut,2003,1.38,8122602,79.14
aut,2004,1.42,8173491,79.49
aut,2005,1.41,8229204,79.75
aut,2006,1.41,8269898,80.11
aut,2007,1.38,8296952,80.29
aut,2008,1.42,8323253,80.5
aut,2009,1.39,8345066,80.55
aut,2010,1.44,8365092,80.79
aut,2011,1.43,8393270,81
aut,2012,1.44,8431601,81.15
aut,2013,1.44,8481406,81.33
aut,2014,1.46,8547817,81.51
aut,2015,1.49,8644039,81.57
aut,2016,1.53,8737915,81.78
aut,2017,1.52,8798778,82
aut,2018,1.47,8841650,82.12
aut,2019,1.46,8880876,82.16
aut,2020,1.44,8921405,81.76
aut,2021,1.48,8967057,81.84
aut,2022,1.41,9064677,82.67
aut,2023,1.32,9130429,82.83
aze,1960,5.878,3982706,48.6
aze,1961,5.937,4108980,50.16
aze,1962,5.961,4239407,51.7
aze,1963,5.945,4372048,53.1
aze,1964,5.888,4503654,54.41
aze,1965,5.792,4630313,55.57
aze,1966,5.663,4751900,56.59
aze,1967,5.377,4867301,57.48
aze,1968,5.222,4976483,58.19
aze,1969,5.065,5081774,58.38
aze,1970,4.913,5183825,59.88
aze,1971,4.769,5283505,61
aze,1972,4.615,5380917,61.92
aze,1973,4.451,5476609,62.84
aze,1974,4.33,5572225,63.67
aze,1975,4.176,5669260,64.32
aze,1976,4.018,5791041,65.24
aze,1977,3.869,5937641,65.25
aze,1978,3.73,6075078,64.81
aze,1979,3.605,6187133,65.59
aze,1980,3.497,6284708,66.24
aze,1981,3.41,6385604,66.27
aze,1982,3.343,6491435,66.64
aze,1983,3.293,6602326,66.8
aze,1984,3.259,6706282,66.75
aze,1985,2.91,6799814,66.93
aze,1986,2.9,6891347,66.87
aze,1987,2.9026,6977658,66.77
aze,1988,2.8,7081406,66.75
aze,1989,2.8,7167585,67
aze,1990,2.74,7231077,66.87
aze,1991,2.87,7314308,66.33
aze,1992,2.74,7405780,64.5
aze,1993,2.7,7504115,64.27
aze,1994,2.52,7608893,63.8
aze,1995,2.29,7719282,64.69
aze,1996,2.06,7830982,65.32
aze,1997,2.07,7936221,65.71
aze,1998,2,8025804,65.98
aze,1999,2.07,8100471,66.24
aze,2000,2,8174785,66.55
aze,2001,1.8,8251771,67.06
aze,2002,1.8,8326133,67.18
aze,2003,1.9,8400530,67.11
aze,2004,2.0535,8489874,67.21
aze,2005,2,8597248,67.31
aze,2006,1.97,8711380,67.74
aze,2007,1.97,8828311,68.23
aze,2008,1.9,8942638,68.46
aze,2009,1.82,9046336,68.76
aze,2010,1.92,9146851,68.98
aze,2011,1.96,9256150,69.24
aze,2012,2,9376181,69.5
aze,2013,1.98,9504409,69.74
aze,2014,1.97,9631138,69.93
aze,2015,1.94,9752850,70.15
aze,2016,1.9,9868428,70.3
aze,2017,1.75,9968510,70.43
aze,2018,1.73,10039784,70.77
aze,2019,1.81,10110475,71
aze,2020,1.7,10181730,64.94
aze,2021,1.52,10234371,67.37
aze,2022,1.67,10295304,71.37
aze,2023,1.55,10318207,71.5
bdi,1960,7.003,2764258,43.92
bdi,1961,7.023,2835119,44.16
bdi,1962,7.038,2907943,44.43
bdi,1963,7.067,2969841,44.72
bdi,1964,7.09,3055650,45.04
bdi,1965,7.113,3141367,45.31
bdi,1966,7.135,3217960,45.4
bdi,1967,7.156,3300690,45.57
bdi,1968,7.18,3380387,45.7
bdi,1969,7.215,3454590,45.72
bdi,1970,7.214,3530432,45.96
bdi,1971,7.213,3617289,46.17
bdi,1972,7.21,3617128,17.15
bdi,1973,7.215,3611991,46.77
bdi,1974,7.222,3703590,47.01
bdi,1975,7.244,3796612,47.19
bdi,1976,7.248,3882626,47.44
bdi,1977,7.245,3983582,47.78
bdi,1978,7.259,4100338,48.07
bdi,1979,7.307,4203530,48.33
bdi,1980,7.353,4383706,48.49
bdi,1981,7.329,4566014,48.74
bdi,1982,7.314,4681390,48.93
bdi,1983,7.298,4808528,49.11
bdi,1984,7.295,4926465,49.24
bdi,1985,7.294,5034042,49.33
bdi,1986,7.32,5129414,49.43
bdi,1987,7.38,5247787,49.43
bdi,1988,7.383,5365327,49.33
bdi,1989,7.387,5471706,49.04
bdi,1990,7.365,5587052,48.72
bdi,1991,7.336,5703857,48.09
bdi,1992,7.301,5858407,47.45
bdi,1993,7.272,5676843,47.38
bdi,1994,7.23,5713854,43.92
bdi,1995,7.184,6066316,43.35
bdi,1996,7.123,6070506,43
bdi,1997,7.04,6070042,43.01
bdi,1998,6.958,6187108,43.86
bdi,1999,6.897,6337155,44.34
bdi,2000,6.872,6470194,44.69
bdi,2001,6.849,6634365,45.79
bdi,2002,6.819,6824132,46.86
bdi,2003,6.785,7043154,47.87
bdi,2004,6.746,7310656,49.18
bdi,2005,6.708,7587299,50.3
bdi,2006,6.659,7865547,54.54
bdi,2007,6.588,8161874,55.74
bdi,2008,6.515,8505637,56.8
bdi,2009,6.409,8947646,57.71
bdi,2010,6.26,9376444,58.55
bdi,2011,6.108,9717978,59.35
bdi,2012,5.991,10071028,60.17
bdi,2013,5.889,10439341,60.84
bdi,2014,5.794,10799785,61.39
bdi,2015,5.695,11047580,61.75
bdi,2016,5.587,11239451,62.37
bdi,2017,5.481,11506762,62.95
bdi,2018,5.38,11859446,63.4
bdi,2019,5.271,12255336,63.83
bdi,2020,5.177,12617036,63.03
bdi,2021,5.078,12965481,63.13
bdi,2022,4.98,13321097,63.45
bdi,2023,4.878,13689450,63.99
bel,1960,2.54,9102171,70.07
bel,1961,2.63,9158211,70.39
bel,1962,2.59,9217669,70.42
bel,1963,2.68,9275197,70.4
bel,1964,2.71,9337684,70.69
bel,1965,2.61,9399858,70.76
bel,1966,2.52,9455003,70.81
bel,1967,2.41,9505919,70.79
bel,1968,2.31,9549700,70.85
bel,1969,2.27,9589188,70.88
bel,1970,2.25,9630504,71.1
bel,1971,2.21,9666531,71.27
bel,1972,2.09,9694853,71.52
bel,1973,1.95,9718035,71.78
bel,1974,1.83,9735806,72.01
bel,1975,1.74,9748476,72.15
bel,1976,1.73,9758901,72.36
bel,1977,1.71,9774014,72.76
bel,1978,1.69,9791817,72.91
bel,1979,1.69,9811365,73.21
bel,1980,1.68,9833093,73.33
