station_id,name,lat,lon,altitude,date,precipitation,mean_temp,max_temp,min_temp
5715,Wunstorf,52.4626,9.4245,49,2026-03-10,2.1,10.6,,
5717,Wuppertal-Buchenhofen,51.2256,7.1052,134,2026-03-10,0.2,10.1,16.5,4.2
5731,Wutöschingen-Ofteringen,47.6783,8.3801,395,2026-03-10,0.6,8.6,17,-0.2
5745,Zehdenick,52.9664,13.3268,51,2026-03-10,0,7.2,16.3,-0.7
5750,Zeitz,51.0314,12.1495,264,2026-03-10,0,11.4,16.8,7.4
5779,Zinnwald-Georgenfeld,50.7313,13.7516,877,2026-03-10,0,6.4,12.2,1
5792,Zugspitze,47.421,10.9848,2956,2026-03-10,,-6,-2.5,-8.2
5797,Lichtentanne,50.6879,12.4329,349,2026-03-10,0,11.4,16.6,6.5
5800,Zwiesel,49.028,13.2385,615,2026-03-10,0.2,6.1,14.5,-0.3
5822,Bassum,52.863,8.6989,42,2026-03-10,1.7,10,18.3,2
5825,Berge,52.6198,12.7867,41,2026-03-10,0.1,8.8,16,1.5
5839,Emden,53.3881,7.2287,-0,2026-03-10,8.9,7.9,15.3,0.5
5851,Frankenberg-Geismar,51.0806,8.8769,392,2026-03-10,,,,
5856,Fürstenzell,48.5451,13.3532,476,2026-03-10,0,8.9,15.7,3.5
5871,Hahn,49.9463,7.2645,497,2026-03-10,0.1,10.7,14.6,6.2
5877,Putlos,54.316,10.8002,5,2026-03-10,,,,
5906,Mannheim,49.5063,8.5584,98,2026-03-10,0.3,12,19.2,5
5930,Schönhagen (Ostseebad),54.641,10.0238,1,2026-03-10,5.1,3.8,8.4,1.9
6091,Spiekeroog (SWN),53.7674,7.6721,14,2026-03-10,,,,
6093,Wendisch Evern,53.2139,10.4704,62,2026-03-10,2.2,9.7,18.9,1.5
6096,Altmühlsee,49.1423,10.7301,416,2026-03-10,,,,
6097,Darßer Ort (SWN),54.4738,12.5014,4,2026-03-10,,,,
6099,Gailingen,47.702,8.7318,449,2026-03-10,,,,
6101,Bastorf-Kägsdorf (SWN),54.1323,11.6719,51,2026-03-10,,,,
6102,Lindau (SWN),47.5396,9.6843,397,2026-03-10,,,,
6103,Mittenwald/Obb.,47.4287,11.2616,923,2026-03-10,,,,
6105,Ostenfeld (Rendsburg),54.3194,9.8051,15,2026-03-10,5.8,7.4,17.1,1.1
6106,Rechlin,53.3311,12.7149,62,2026-03-10,,,,
6107,Sipplingen (SWN),47.8076,9.1035,703,2026-03-10,,,,
6108,Ruthenstrom,53.7197,9.4192,7,2026-03-10,,,,
6109,Grambow-Schwennenz,53.3837,14.3728,51,2026-03-10,1.9,8.5,16.1,1.3
6129,Sohland/Spree,51.0594,14.4266,291,2026-03-10,0,6.5,16.1,-1.1
6157,Wangerland-Hooksiel,53.6411,8.0809,4,2026-03-10,2.6,7.7,16.3,0.6
6158,Weidenbach-Weiherschneidbach,49.2249,10.6085,454,2026-03-10,0.1,8.6,16.1,1.8
6159,Dörpen,52.9542,7.3197,8,2026-03-10,3.5,9.2,16.8,2.4
6163,Dörnick,54.1654,10.3519,27,2026-03-10,2.7,7.7,16.9,-1
6170,Coschen,52.0192,14.7254,39,2026-03-10,0,7.1,17.6,-0.6
6196,Selb-Spielberg,50.1587,12.0386,611,2026-03-10,,,,
6197,Lügde-Paenbruch,51.8664,9.271,258,2026-03-10,3.4,9.1,17.2,2.9
6199,Steinhagen-Negast,54.2484,13.0419,16,2026-03-10,0.4,6.4,15.8,-2.2
6211,Vogtareuth (Kläranlage),47.955,12.1735,464,2026-03-10,,,,
6217,Saarbrücken-Burbach,49.2406,6.9351,190,2026-03-10,0.8,9.6,16.4,3.3
6253,Brandenburg/Havel,52.4228,12.5667,31,2026-03-10,,,,
6258,Friedrichshafen-Unterraderach,47.6845,9.4409,461,2026-03-10,4,9.6,16.3,2.7
6259,Großerlach-Mannenweiler,49.021,9.6033,524,2026-03-10,5.6,10.9,16.4,6.8
6260,Ingelfingen-Stachenhausen,49.3328,9.704,381,2026-03-10,4,10.6,17.1,5.2
6262,Schwäbisch Gmünd-Weiler,48.7695,9.8737,412,2026-03-10,0,9.7,17.7,2
6263,Singen,47.7738,8.8219,445,2026-03-10,0.5,9.4,17.3,0.6
6264,Brilon-Thülen,51.414,8.65,457,2026-03-10,0.1,10.4,17.2,6.6
6265,Wusterwitz,52.3613,12.3867,36,2026-03-10,0,8.4,16.9,0.5
6266,Huy-Pabstorf,52.0304,10.9626,112,2026-03-10,1.4,10.7,19.4,2.7
6272,"Salzungen, Bad-Gräfen-Nitzendorf",50.8426,10.2518,284,2026-03-10,1.8,8.6,17.1,0.9
6273,Demker,52.5075,11.8551,36,2026-03-10,2.6,8.5,18.2,-0.6
6275,Notzingen,48.6705,9.4627,327,2026-03-10,1.3,9.4,18.8,0.4
6305,Mühlhausen/Thüringen-Görmar,51.2061,10.4978,194,2026-03-10,0.1,7.9,18,-0.9
6310,Karlshagen,54.1049,13.8239,1,2026-03-10,0.5,6.2,15.2,-1.9
6314,Nossen,51.0507,13.3003,306,2026-03-10,0,11.4,15.2,8.5
6336,Lohr/Main-Halsbach,50.0132,9.654,288,2026-03-10,2.6,7.7,16.8,0.5
6337,Lüdinghausen-Brochtrup,51.7663,7.5194,58,2026-03-10,0.9,9.9,17.4,1.7
6344,Runkel-Ennerich,50.394,8.1423,168,2026-03-10,1.9,9.5,16.9,2.9
6346,Maisach-Galgen,48.207,11.2035,531,2026-03-10,0.1,9.8,15.9,3.5
6347,Schonungen-Mainberg,50.0579,10.2972,305,2026-03-10,1.7,9.4,16.8,2.4
7075,Elsendorf-Horneck,48.702,11.8493,429,2026-03-10,1.7,8.8,17,3.2
7105,Siegsdorf-Höll,47.835,12.6548,719,2026-03-10,0,9.9,16,4.9
7106,Bielefeld-Deppendorf,52.0714,8.4565,105,2026-03-10,2.7,9.5,18.7,0.8
7187,Freudenberg/Main-Boxtal,49.7636,9.4063,194,2026-03-10,0.3,9.8,19.3,1.8
7298,Hattstedt,54.5268,9.0425,4,2026-03-10,3.7,6.3,12.9,2
7319,Donauwörth-Osterweiler,48.7374,10.7393,435,2026-03-10,3.8,8.5,16.4,0.6
7321,Olbersleben,51.1507,11.3321,157,2026-03-10,1.2,8,17.8,-0.1
7329,Treuen,50.5467,12.2863,465,2026-03-10,0,9.5,15.7,5.1
7330,Arnsberg-Neheim,51.4633,7.978,159,2026-03-10,3.8,8,18.1,-1.1
7331,Hermaringen-Allewind,48.6099,10.2674,467,2026-03-10,2.5,8.8,17.1,0.4
7341,Offenbach-Wetterpark,50.09,8.7862,119,2026-03-10,0,11.3,19.2,3.5
7343,Deutschneudorf-Brüderwiese,50.62,13.4817,689,2026-03-10,0,5.1,13.7,-1.2
7351,Feldberg/Mecklenburg,53.3176,13.4175,115,2026-03-10,0,7.7,15.5,0.6
7364,Jeßnitz,51.6818,12.3053,74,2026-03-10,0.2,8.4,17.3,1.5
7367,Alfeld,51.9643,9.8072,144,2026-03-10,2.1,8.5,17.7,1.3
7368,Eisenach,51.0007,10.3621,312,2026-03-10,0.2,9.5,17,2.5
7369,Feuchtwangen-Heilbronn,49.1623,10.3661,475,2026-03-10,0.1,8.3,16.2,0.1
7370,Waldmünchen,49.391,12.6838,499,2026-03-10,0,6.2,14.8,-0.6
7373,Borkum-Flugplatz,53.5984,6.7024,3,2026-03-10,2.1,7.1,12.7,3.1
7374,Ahaus,52.0813,6.9409,46,2026-03-10,1.4,9.3,15.6,2.9
7389,Heckelberg,52.7461,13.8427,83,2026-03-10,0.3,8.5,16.6,1.4
7391,Oberzent-Beerfelden-Vogelherd,49.5561,8.9669,443,2026-03-10,,,,
7392,Aubstadt,50.3332,10.4487,304,2026-03-10,,,,
7393,Hoyerswerda,51.4492,14.2533,116,2026-03-10,0,10.5,16.7,3.3
7394,Wunsiedel-Schönbrunn,50.0315,11.9745,622,2026-03-10,0.5,8.9,14.5,4
7395,Gottfrieding,48.6595,12.5388,351,2026-03-10,0,7.9,17.1,1.3
7396,Hoherodskopf/Vogelsberg,50.5084,9.2246,740,2026-03-10,,9.8,,
7403,Leutkirch-Herlazhofen,47.7955,10.0325,672,2026-03-10,2.8,7.9,16.7,-1.2
7410,Neu-Ulrichstein,50.7513,9.0224,350,2026-03-10,0,10.1,16.1,4.2
7412,Neuhütten/Spessart,50.0083,9.4238,340,2026-03-10,0.2,8.9,17.9,-0.4
7416,Birkelbach,51.0112,8.2733,541,2026-03-10,,,,
7419,Langenwetzendorf-Göttendorf,50.661,12.0756,389,2026-03-10,0,10,16.8,2.4
7420,Naumburg/Saale-Kreipitzsch,51.1045,11.7113,246,2026-03-10,0,9.5,16.5,2.8
7424,Piding,47.7724,12.9073,457,2026-03-10,0,7.8,17.3,-0.1
7427,Padenstedt (Pony-Park),54.0188,9.9255,17,2026-03-10,7.8,8.2,17.5,0.7
7428,Veilsdorf,50.4167,10.8156,397,2026-03-10,0.5,7,17.1,-0.9
7431,Oberhaching-Laufzorn,48.013,11.5524,604,2026-03-10,0,8.8,17.4,2.4
7432,Wittingen-Vorhop,52.6423,10.6628,71,2026-03-10,1.3,8.7,18.1,-0.1
10510,Winterbach/Remstal,48.8059,9.5046,244,2026-03-10,,,,
13670,Duisburg-Baerl,51.5088,6.7018,24,2026-03-10,0.1,11.4,17.5,6.3
13674,Waibstadt,49.2943,8.9053,237,2026-03-10,3,10.7,18.6,3.3
13675,Hameln-Hastenbeck,52.0818,9.4077,75,2026-03-10,,,,
13676,Langquaid-Oberschneidhart,48.8608,12.0323,378,2026-03-10,,,,
13693,Gütersloh/Ems,51.9258,8.3111,70,2026-03-10,,,,
13696,Waltrop-Abdinghof,51.5966,7.4048,60,2026-03-10,0.9,9.3,18.4,1.1
13700,Gevelsberg-Oberbröking,51.3329,7.3412,203,2026-03-10,0,10.5,16.8,4.2
13701,Eschwege-Eltmannshausen,51.1945,9.9885,250,2026-03-10,,,,
13711,Krölpa-Rockendorf,50.682,11.515,289,2026-03-10,0.1,9.3,17.6,1.2
13713,Meinerzhagen-Redlendorf,51.0899,7.6289,385,2026-03-10,3.1,9.5,16.2,4.3
13777,Helmstedt-Emmerstedt,52.2467,10.9592,109,2026-03-10,0.3,9.1,18.6,-0.3
13900,"Soden,Bad-Salmünster (Kläranlage)",50.2688,9.358,145,2026-03-10,,,,
13901,Haltern (Wasserwerk),51.7343,7.1998,41,2026-03-10,,,,
13932,Rotthalmünster (Landwirtschaftsamt),48.3617,13.1938,388,2026-03-10,,,,
13952,Arnsberg-Müschede,51.4089,8.0094,278,2026-03-10,,,,
13965,Balingen-Bronnhaupten,48.2639,8.8134,619,2026-03-10,0,9.4,15.8,3.2
14138,Falkenberg (Grenzschichtmessfeld),52.1655,14.1224,73,2026-03-10,,,,
15000,Aachen-Orsbach,50.7983,6.0244,231,2026-03-10,0.9,11.5,15.6,8.9
15044,Neuwied-Feldkirchen-Hüllenberg,50.4517,7.4058,199,2026-03-10,,,,
15120,Haaren,51.5572,8.7019,379,2026-03-10,,,,
15122,Ergersheim-Neuherberg,49.52,10.2854,380,2026-03-10,,,,
15189,Sukow-Levitzow,53.8281,12.5936,12,2026-03-10,,,,
15190,Xanten (Wasserwerk),51.6802,6.4349,18,2026-03-10,,,,
15194,Börßum-Achim,52.0688,10.6245,129,2026-03-10,,,,
15200,Wuppertal,51.2531,7.2157,327,2026-03-10,,,,
15207,Schauenburg-Elgershausen,51.2835,9.359,317,2026-03-10,1.2,9.3,16.9,2.5
15214,Halblech-Bayerniederhofen,47.6248,10.8075,808,2026-03-10,,,,
15444,Ulm-Mähringen,48.4418,9.9216,593,2026-03-10,2.1,8.4,16.1,0.1
15520,Frasdorf-Greimelberg,47.819,12.2956,656,2026-03-10,,,,
15547,Heilbronn/Neckar,49.1259,9.1428,214,2026-03-10,,,,
15555,Kaufbeuren-Oberbeuren,47.8761,10.5849,815,2026-03-10,1.8,9.5,14.5,3.3
15801,Hinterschmiding-Sonndorf,48.8257,13.5922,718,2026-03-10,,,,
15813,Lingen-Baccum,52.5126,7.4131,40,2026-03-10,1.2,10.5,16,6.2
15911,Großpostwitz-Denkwitz,51.1347,14.4344,279,2026-03-10,,,,
15976,Ober-Olm/Bellem,49.9529,8.2107,216,2026-03-10,,,,
15978,Sembach,49.5044,7.8618,316,2026-03-10,,,,
19171,Hasenkrug-Hardebek,54.0039,9.8555,13,2026-03-10,8.4,7.8,17.4,0.2
19172,Wacken,54.0246,9.388,48,2026-03-10,8.6,9,17.2,1.1
19207,Gülzow-Prüzen,53.8178,12.0645,16,2026-03-10,1.8,8.3,16.4,-0.8
19243,Föhr,54.6831,8.4721,8,2026-03-10,,,,
19856,Schönau am Königssee,47.6134,12.9819,625,2026-03-10,0,7.5,16.9,0.3
20098,Seebach (Nationalpark Schwarzwald),48.5651,8.2284,1019,2026-03-10,8.4,7.6,11.8,2.7
